countries,ABW,AFG,AGO,ALB,ARE,ARG,ARM,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHI,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GTM,GUF,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MTQ,MUS,MWI,MYS,MYT,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VIR,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE,TOTAL
TLS,2,1,27,0,1494,9,0,32950,34,0,0,68,0,0,14301,3,170,1,1,0,0,3,138,0,127,0,4,0,865,274,15,12,528,0,0,0,3,8,0,31,1,0,24,54,295,0,51,4,21,10,22,0,0,487,0,0,24,3,161,0,0,852,0,0,0,0,0,0,0,17,0,1,1,3,0,1487,1,4,0,23,151935,52,68,1,0,5,36,456,1,54,706,2,0,0,77,360,251,1,21,1,52,0,0,0,1,91,2,59,1,0,2,1,82,0,0,11,17,0,3,0,0,0,23,0,2738,0,0,12,0,3,0,694,54,6,395,81,52,8,0,2196,123,15,12,26,6003,1,0,0,342,0,7,81,1,870,0,0,792,6,0,0,0,2,0,0,2,5,4,92,0,0,0,0,260,0,0,0,0,0,0,43,0,1,0,0,3660,0,0,33,0,838,1,1,0,161,0,0,228608
TON,0,0,0,0,0,0,0,5995,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,28,14,0,383,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,13,0,0,0,0,0,0,0,0,1,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,17991,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12493,0,0,0,0,0,22,50,0,0,0,0,37133
TTO,17,0,0,0,0,0,0,291,29,0,0,0,0,0,0,0,0,0,0,0,0,9,169,1116,0,0,0,0,10399,138,0,5,0,0,0,0,0,27,0,0,0,0,9,6,201,0,46,15,0,61,0,0,0,110,0,0,19,0,337,0,0,36157,0,0,0,0,0,0,0,4,326,0,0,0,621,0,0,0,0,16,0,0,97,0,0,2,0,179,1011,0,0,0,0,0,0,0,0,0,0,0,0,414,0,0,0,0,3,0,0,0,0,0,15,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,91,0,90,0,0,32,0,0,0,3,41,0,8,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,115,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,38860,0,1049,435,0,0,0,0,0,14,0,0,92809
TUN,0,0,0,0,274,19,0,129,1559,0,0,814,0,0,352,70,24,0,0,0,0,3,49,0,0,0,0,0,4655,4655,0,1,0,0,0,0,0,6,0,0,1,0,16,559,7163,0,455,7,594,10,45,0,1,2197,0,0,351,0,135424,0,67,4613,0,0,0,5,0,0,1,841,0,0,4,0,0,1,0,1,0,208,0,0,124,0,168,10,9104,22203,0,84,1,0,2,0,0,0,0,0,6,0,624,0,0,0,1,41,3,0,0,0,6,0,4,0,3,154,0,0,0,0,187,3,0,0,0,1,0,217,4,0,0,1579,394,0,31,0,0,3,0,249,0,324,0,0,128,0,200,3,48,6,8,2,0,1,0,12,0,6,0,0,0,1,0,0,0,76,36,1758,0,4,0,2,1,0,0,0,0,0,0,209,0,0,0,0,3065,0,0,8,0,0,0,0,1,73,0,0,206352
TUR,6,5170,7,68,6020,1,200,7735,102494,1160,2,2766,4,10,23,4520,787,10,1300,2,0,11,37,1,0,0,5,4,11378,36343,0,134,10,27,1,22,2,32,0,0,15,0,2233,2659,538625,0,16264,52,368,48,156,0,0,35437,2,0,5028,0,70337,0,3,51330,250,0,23,0,1,0,15,12007,0,2,0,0,2,48,12,1391,4,2817,11,0,622,6677,8537,57,15016,24119,12,347,39,61443,2,612,16,1,0,0,258,48,22,1,0,0,152,496,247,1,0,697,0,0,1070,52912,2,97,0,2572,32,1,0,0,1,3,0,0,6,0,1,2,0,61904,6209,1,416,0,10,47,0,595,0,869,304,0,1222,4,25,0,1545,0,7350,4034,52,0,129,1,8,0,4,0,0,10404,52,0,0,384,337,22095,0,1,7,3,86,0,655,0,0,9,0,0,0,14,0,0,28711,4037,1,53,0,7,0,0,50,1366,0,0,1248554
TZA,0,0,1472,0,0,2,0,4322,188,0,462021,1849,21,0,8,30,0,0,0,0,0,5,190,0,0,0,2163,258,15799,1262,1,12,0,0,0,43381,1334,13,129,6,3,1,142,33,1042,0,1092,7,30,5,46,1100,0,120,0,0,492,0,4014,0,138,28094,0,33,0,0,0,0,0,188,0,0,0,0,0,3,1,0,0,67,1,0,257,0,0,16,4,1751,1,0,0,0,27427,0,0,1,0,0,0,3,47,0,0,26,1,3,2,0,0,0,10,0,75,0,26,5,0,0,0,22398,2,0,0,17794,1,22,1443,0,0,0,1,3022,1506,0,479,0,0,4,29,16,0,72,18,0,6263,0,0,0,0,0,4,184,310217,2,181,0,0,0,22,0,0,3,26498,64,0,6,3,3132,26,3,27,2,4,0,0,0,0,1,0,218,0,62048,0,0,16841,0,0,9,0,0,0,0,66,35716,1544,76,1110740
UGA,1,0,655,0,1,2,0,1374,136,0,1230,42,6,75,40,2,0,0,0,3,0,1,10,0,0,0,579,13,5695,315,3,6,0,45,16,141156,170,6,16,0,3,1,15,8,1221,0,578,2,2,1,0,647,0,92,0,157,43,0,317,0,31,41658,0,12,15,0,4,1,3,84,0,0,1,0,0,0,0,1,0,22,0,414,124,0,0,3,32,369,0,5,3,11,149241,0,0,0,0,0,0,2,1,0,0,109,0,6,2,0,0,0,3,0,4,0,9,1,0,0,0,459,0,0,1,516,0,6,36,2,9,7,0,458,293,0,194,0,0,0,0,12,0,28,1,0,79,0,0,0,0,12,2,54,362894,0,113660,3,0,0,2,0,0,2,310291,0,2,5,1,1372,34,2,13167,54,0,0,1,0,0,0,0,31,16906,0,2,0,6403,1,0,3,0,3,0,0,64,3965,663,23,1178579
UKR,0,0,0,32,0,2928,0,3953,4172,2011,0,1162,0,0,2,5520,0,3,97,43313,0,50,302,0,0,0,0,0,8698,3717,0,102,62,0,0,0,0,103,0,23,36,0,2054,120272,271416,0,4948,58,128,215,27,0,0,53721,2626,0,7287,0,6838,0,0,5878,0,2,49,0,0,0,0,11683,0,0,0,0,0,2,1,0,0,28586,0,0,2128,16,14,190,33075,121160,0,138,185,9635,0,621,4,100,0,0,96,0,209,0,0,0,2291,36,15917,0,0,944,1,0,135,25,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2067,2264,0,563,0,0,142,0,3,0,42900,7,2,29054,50,0,0,0,0,10564,751747,0,0,0,0,0,0,5,0,0,917,0,0,0,9786,1225,3251,0,0,0,0,0,0,1505,0,0,0,0,2116,0,22,0,0,106559,0,0,76,0,0,0,0,0,1667,0,0,1745606
URY,1,0,35,1,2,19521,0,2762,356,0,0,280,0,0,67,109,0,13,0,0,0,601,11960,1,0,0,7,3,4402,1514,12,2056,15,0,5,0,2,626,0,10,109,5,17,85,2840,0,236,1365,14,1959,7,0,0,102532,0,0,137,0,2309,0,0,743,0,0,9,0,0,1,122,48,0,38,0,0,1,9,20,3,416,142,2,0,450,0,0,31,6758,13207,5,4,92,3,0,0,0,2,0,0,0,26,0,0,0,0,25,64,15,0,0,1,13,0,1887,0,0,5,0,0,0,0,6,0,1,0,0,5,0,28,0,0,3,588,191,0,419,0,0,456,0,102,0,409,105,1,702,2736,1,0,0,13,539,108,1,0,0,1,1,0,0,3,0,6,0,0,3,58,25,1553,0,0,0,0,3,0,2,1,0,3,0,213,2,6,0,0,28110,0,0,2242,0,0,1,0,0,642,0,0,219407
USA,4981,22927,6619,4418,5981,1665,0,81102,68947,912,1536,49483,207,17,4418,7513,1093,626,10109,3603,1796,5526,19334,1397,118,47,2075,1137,237247,123669,2532,9598,18343,418,315,5060,819,17354,13,696,4343,69,12191,38965,567030,0,19762,6648,3860,58098,2149,20,32,483291,1198,0,12763,5,104827,84,437,314929,1,903,3261,429,1,239,837,142338,47,2082,38,0,1073,3228,2191,6853,2463,44428,3068,27,49363,91412,1373,8094,137624,468487,5452,6301,13455,42689,13,236,9204,33541,24,5,20635,22563,980,560,0,101,3592,13426,2256,0,17,615,960,3,461537,1378,179,1570,0,5047,526,20,402,8,220,24,586,280,495,1968,46,27,2,42037,36911,0,26268,1,0,7916,6,10654,160,39132,53010,1166,75282,1984,5716,177,1852,736,20168,51376,1859,2221,1009,441,8518,8,5877,568,0,39534,12748,7,3393,15606,5572,40486,142,879,1027,313,151905,17,149,156,5,2596,68,85129,1316,1459,21736,1475,0,145,443,37347,0,1565,48,113,1813,87249,302,181,4885132
UZB,0,3785,0,41,14,576,350,3751,3774,12555,0,3872,0,0,73,3228,0,4,27,16845,0,53,193,0,0,2,14,2,5491,3644,1,88,353,0,0,0,63,95,0,76,34,1,1400,10749,140930,0,1037,98,170,231,76,0,0,16505,1527,0,3167,0,6297,0,0,6195,0,5,81,1,0,0,0,6151,0,1,0,0,0,150,3,78,17,2303,1,0,2091,778,20,188,29708,21958,0,58,419,342105,0,5049,26,16081,1,0,34,30,106,1,0,0,1569,69,5316,7,0,4576,18,0,209,10,4,83,7,19,3,0,7,0,14,0,14,0,0,0,0,0,0,10398,2520,10,938,2,14,56,2,90,0,5122,8,20,4399,26,4,3,0,0,1218,1018373,16,1,0,3,11,0,15,0,0,319,0,0,0,971,237,4537,0,2,0,10,90,1,8332,0,0,0,0,12170,9,48,273880,0,74580,0,0,77,0,9,0,1,2,1581,1,0,2106862
VCT,165,0,0,0,0,0,0,22,7,0,0,0,0,0,0,0,0,3,0,0,0,0,27,4046,0,0,0,0,8379,8,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,2,0,22,0,0,0,0,0,0,0,0,0,0,19,193,0,0,0,323,0,3,0,0,6,0,0,4,0,0,0,0,32,218,0,0,0,0,0,0,0,0,0,0,0,0,357,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,21,0,15,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1294,0,0,0,0,0,0,13608,0,0,74,0,0,0,0,0,0,0,0,28937
VEN,2805,6,763,0,2,522,0,1511,335,0,1,331,1,4,26,67,0,9,8,1,0,222,1306,2,0,0,6,22,5060,2012,3,4809,0,6,6,48,34,17455,0,11,120,0,50,161,4563,0,354,4273,5,8581,3,0,0,101154,0,0,112,0,4206,0,17,792,0,6,78,3,0,24,71,395,249,2,15,0,1084,6,9,13,1262,155,7,0,315,104,7,36,686,32302,17,91,18,32,0,0,3,0,0,0,1215,21,4,26,0,0,13,360,36,0,0,0,2,0,5242,0,3,5,0,22,0,0,6,0,1,0,0,3,0,9,0,0,0,1035,466,0,97,1,0,4864,0,24,0,113,1143,0,16997,44,42,2,0,10,144,25,11,0,6,13,2,0,0,0,0,104,5,1,6,52,57,711,0,2,1,2,14,0,0,20,0,353,0,47,1,2,11,1,86586,1,3,0,5,0,0,0,2,1519,0,0,320288
VIR,465,0,0,0,13,4,0,141,18,0,0,21,0,0,3,4,1,4,0,0,6,17,90,134,0,0,2,1,906,64,0,24,35,0,0,0,0,122,0,115,26,3,6,18,188,0,20,1077,5,187,4,0,0,75,0,0,8,0,1218,0,0,1507,0,2,2,7,0,0,0,59,1415,7,0,0,22,5,9,3,23,18,6,0,22,0,0,2,175,106,99,2,20,0,0,0,0,60,0,0,1,4,2,46,0,0,2,1,2,0,0,0,0,0,1345,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,236,22,0,50,0,0,52,0,13,0,38,4399,2,12,6,7,0,3,0,9,32,0,7,0,1,18,0,1,2,0,0,0,0,2,7,2,29,0,0,0,0,2,0,0,0,0,32,0,41,1,2,0,6,5445,0,20,63,0,3,0,0,0,47,1,0,20617
VNM,0,0,4,0,155,1,0,102755,2227,102,0,1086,0,0,236,650,102,0,0,316,0,4,128,0,0,0,0,0,95308,7551,0,5,6089,0,0,0,0,9,0,0,0,0,59,79569,88144,0,6995,37,0,68,0,0,0,1055,0,0,4284,0,80436,0,0,7751,0,0,0,0,0,0,0,11,0,0,0,0,0,3142,0,0,0,4410,0,0,804,0,0,506,0,4524,0,3,22428,0,0,31,73611,85149,17,6048,0,0,0,0,0,0,45,38,14,4,0,83,63,0,41,0,0,1,0,0,233,0,0,0,0,0,35332,0,0,445,0,0,0,12410,8260,0,3473,4,0,39,0,1,0,3386,44,685,57,0,0,0,38,0,21,1816,0,187,0,0,3,24,0,0,0,0,0,0,0,2056,5,10298,0,0,0,0,22035,0,49,176,0,0,0,33,0,0,0,0,759207,286,0,7,0,0,0,0,345,114,0,0,1547168
VUT,0,0,0,0,0,17,0,1421,7,0,0,1,0,0,6,1,0,0,0,0,0,4,3,0,1,0,0,0,90,25,4,5,7,0,0,0,0,259,0,0,0,0,3,2,1,0,7,1,0,0,0,0,0,14,0,0,1,0,526,0,0,119,0,0,0,3,0,0,0,2,0,0,2,0,0,17,0,1,0,1,0,0,18,0,0,0,4,15,0,0,17,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,3,0,0,0,0,0,2,0,0,3,1,0,4446,0,2,0,9,1,0,472,0,0,0,1,14,2,2,0,0,6,0,0,286,0,4,0,182,0,0,0,0,4,222,0,0,0,1,0,0,0,2,0,3,0,0,0,1,10,0,0,0,0,0,0,4,0,0,0,0,409,0,0,1,0,1,0,40,0,3,0,0,8752
WSM,0,0,0,0,0,0,0,17143,6,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,38,0,0,0,34,16,0,0,3,0,0,0,0,6,0,0,0,1,2,3,6,0,15,0,0,2,0,0,0,7,0,0,3,2,18,0,0,76,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,2,1,0,22,0,0,0,4,77,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,19,2,0,37930,0,0,2,0,2,0,2,0,0,3,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,20,0,0,0,0,0,0,0,0,164,0,0,19,0,0,0,0,7354,0,0,0,0,0,3,0,0,5,0,0,63064
YEM,0,0,0,0,123866,0,1,992,115,0,0,9,0,0,1,81,13204,0,0,0,0,2,3,0,0,0,0,76,2155,500,0,4,0,0,0,0,0,6,0,0,0,20,24,334,3389,531,349,6,6208,4,5162,1564,0,26,0,1449,95,0,565,0,0,601,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,398,0,0,71,0,2212,1,40265,768,0,564,1,0,441,0,14,3,17145,0,556,0,12759,0,0,0,0,0,1,0,885,0,0,0,2,0,0,12,0,0,0,0,13,0,0,1,14,0,0,0,0,0,7,808,384,0,173,0,2,2,1,0,0,192,0,0,6,0,989,0,28154,0,56,698,0,108713,6257,0,0,0,0,0,415,1,4550,0,0,47,17,1049,0,500,260,0,1,0,0,0,0,0,1,118,10,393,0,0,58568,0,0,24,0,0,0,0,0,118,0,0,450052
ZAF,0,0,3234,1,0,13,0,74241,843,0,0,333,0,0,281,143,7,26,26,2,1,18,1393,63,9,1,13332,6,11806,2639,515,8781,98,0,0,230,0,51,0,1,15,0,3005,410,4068,0,837,79,90,124,58,36,0,2441,0,0,461,4,2525,0,1,90620,0,21,57,3,0,0,0,3903,0,0,0,0,12,390,2,2,1,289,0,17,2397,77,0,21,5249,3981,74,0,129,4,60,0,21,837,0,0,2,296,1,21,0,341,11,18,14,1,0,0,2,0,176,0,0,72,0,0,0,0,0,2,237,2134,92,1,35435,0,0,3,0,3248,520,0,25131,0,0,20,22,1238,1,290,11,3,3000,68,0,1,0,0,16,104,3301,0,123,0,73,0,21,0,0,26,612,0,0,38,32,1080,5061,0,15,3,94,0,0,0,0,48,0,165,209,159,1,7,37953,0,13,52,0,43,0,0,10,0,0,27,362113
ZMB,0,0,150923,0,1,1,0,1920,52,0,16016,540,5,19,58,7,0,1,2,0,0,3,70,1,0,0,4539,94,1497,575,11,16,4,58,0,26612,2793,9,0,3,1,0,74,65,107,0,184,6,0,19,3,104,0,224,0,0,138,0,1843,0,7,11649,0,1,4,0,0,0,0,6,0,0,0,0,0,14,0,0,0,31,0,0,399,0,0,10,18,233,2,0,5,0,264,0,0,8,0,0,0,13,0,0,0,16,0,1,0,0,0,0,1,0,33,0,1,5,0,0,0,4850,1,0,2,43999,2,1,5452,0,0,5,0,336,208,0,791,0,0,3,1,71,0,26,9,0,2613,1,0,0,0,1,0,96,9588,0,51,0,0,0,89,0,0,19,10109,2,0,2,2,187,27,0,6,6,2,0,0,0,0,1,0,28,639,6407,0,0,4564,0,0,8,0,8,0,0,0,36296,0,4409,352237
ZWE,0,0,1026,0,244,9,0,80997,936,0,2237,111,0,0,265,188,39,16,0,2,1,55,960,57,6,0,62173,7,24769,3773,696,1518,72,0,0,2464,69,69,0,14,4,0,1706,197,799,0,1405,24,31,121,107,1625,0,2754,0,0,392,6,2927,0,0,270199,0,31,0,3,0,0,0,553,0,1,0,0,9,22,0,0,0,217,265,0,5980,0,0,49,1300,3983,52,2,15,0,196,0,0,190,0,0,0,0,0,18,0,424,43,18,34,0,0,0,21,0,44,0,0,132,0,0,0,189052,0,0,107,114458,6,0,18351,0,0,0,1,3982,1102,0,28605,0,0,37,19,56,0,805,0,6,39356,9,0,0,77,0,29,625,2238,35,4,0,0,0,64,7,0,7,1111,2,0,75,39,1727,1477,0,0,0,67,0,0,0,0,12,0,340,10180,824,0,0,48548,1,8,82,0,14,2,0,0,1105532,31987,0,2079738
TOTAL,33426,5191270,401239,80993,5103868,749414,85876,3392343,788439,123536,870799,664669,300092,511804,497053,80979,572976,35008,381599,230067,31833,110900,251892,16274,151347,71295,120763,101697,4354736,1095374,55120,383915,531427,1166115,181425,1322601,257663,92514,6063,14897,428542,1126,203366,553370,7124338,36682,360896,192102,186556,278371,118686,298592,175038,6278110,20102,1200947,231845,4987,3456309,458,154494,4774052,1177,270187,1042043,20617,55008,12517,79811,1226604,2697,24893,40902,17063,11186,1486064,14935,433309,18045,366331,247722,3037233,501455,1462186,97900,29612,1316733,4982373,17860,993426,1409366,910065,669929,25063,257799,856403,750346,11547,606425,818448,334236,5633,34382,1558,31729,120150,103578,169157,11280,21827,24067,23622,714872,101616,106062,25447,50556,56387,11805,868410,66934,8292,51138,198711,2667669,27985,88293,27230,122439,402130,3316,1089774,412844,447648,739153,274944,1507035,76445,2802,153036,19275,295959,136739,62340,876238,131823,284694,6900,1125286,34166,186163,7410652,1919683,3926431,1341820,52036,1648753,2162,632055,11116,68583,831946,1615672,4508,30052,160741,170454,805879,11558,790279,411455,191865,2545919,2732,59022,52337,999,9593,5015,735611,836212,1102598,1079316,18775,28977963,86236,2975,474802,2510,67223,1531,1384,760241,2850539,253774,84147,157010479
