countries,ABW,AFG,AGO,ALB,ARE,ARG,ARM,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHI,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GTM,GUF,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MTQ,MUS,MWI,MYS,MYT,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VIR,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE,TOTAL
IRL,0,6,14,1,14,37,0,16466,394,4,35,1914,0,0,580,52,16,17,1,18,0,6,217,43,2,0,166,2,2427,806,1301,97,69,0,0,22,2,42,0,1,10,0,592,559,7918,0,681,37,4,34,0,0,1,6706,6,0,157,3,2584,0,0,43708,0,43,5,3,0,0,0,274,0,0,0,0,9,281,4,7,1,590,2,58,0,48,0,15,427,877,29,53,413,207,0,0,6,11,0,0,15,118,0,9,0,0,3,429,19,0,0,2,2,0,438,0,0,204,0,2,0,0,0,1,0,13,51,0,0,0,0,0,0,1544,301,0,3688,0,0,18,1,1008,50,29,115,4,685,3,0,0,10,0,16,115,128,0,34,0,0,0,64,0,0,6,416,0,0,41,16,694,0,26,58,0,6,0,0,0,0,36,0,325,21,15,132,4,14447,3,10,28,0,33,0,0,0,12343,32,312,129258
IRN,0,1557365,0,0,0,1,1423,20189,4792,0,0,2912,0,0,101,398,0,0,3,0,0,18,487,0,0,0,0,0,35724,3681,0,18,0,0,0,0,0,51,0,0,13,0,501,487,60921,0,8519,17,4354,162,207,0,0,1721,0,0,4745,0,4089,0,0,26319,0,0,0,0,0,0,0,2638,0,5,0,0,0,0,1,0,0,1186,0,0,253,0,161,36,21960,4757,0,112443,125,0,0,0,0,0,0,0,33475,0,5495,0,1,0,16,62,26,0,0,0,0,0,71,0,0,10,0,0,0,0,7,0,0,0,62,0,0,0,0,0,0,12747,12081,0,2149,0,0,9,4,122,0,252,0,0,62,7,0,0,0,0,1230,743,0,0,0,0,0,0,0,3,0,18,0,0,0,48,40,49975,0,233762,0,0,21,120,0,0,0,0,1,7038,0,0,0,0,87475,0,0,14,0,0,0,0,55,170,0,0,2330154
IRQ,0,122,0,0,534,2,0,17764,1160,0,0,721,0,0,0,295,83,0,4,3,0,4,185,0,0,0,0,0,15040,1435,0,4,0,0,0,18,1,0,0,0,1,0,147,229,53403,0,10323,2,9093,18,4593,126,0,751,0,0,3625,0,653,0,0,14255,0,0,0,0,0,0,0,3348,0,1,0,0,0,0,0,0,0,195,0,0,342,15519,0,21,14513,1550,0,169715,0,46,9,0,0,0,2,0,61960,0,28077,0,5,0,1,1,6,0,0,0,0,0,19,0,0,16,0,0,0,0,44,0,0,0,138,0,0,0,0,0,0,22861,9146,0,3414,841,0,6,0,9,0,93,0,0,31,0,3,0,154,0,952,48,0,8,1821,0,0,0,0,0,0,88,587,0,0,27,32,33875,0,451694,83,0,35,0,0,0,0,0,7,1464,0,19,28,0,41561,0,0,27,0,0,0,0,6995,75,0,0,1006106
ISL,0,1,6,8,0,1,0,156,98,0,0,6,0,0,93,153,0,0,0,9,0,2,210,0,0,0,1,0,67,149,0,1,0,1,0,3,0,3,0,0,0,0,20,39,673,0,5091,6,0,10,0,0,0,978,3,0,79,0,130,0,0,36,0,0,4,0,0,0,1,8,0,0,0,0,0,0,0,7,0,146,0,0,48,2,0,0,4,333,0,0,0,52,0,0,0,0,0,0,1,0,0,0,0,0,36,101,36,0,0,0,0,0,3,3,0,3,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,222,2321,0,64,0,0,0,0,46,0,441,0,0,29,0,0,0,0,0,7,52,0,0,0,0,0,0,3,0,0,52,0,0,0,23,15,1895,0,0,0,0,0,0,0,0,0,0,0,42,0,0,49,0,457,0,0,1,0,0,0,0,0,66,0,0,14616
ISR,0,1371,50,23,106,1,0,24,533,346,0,2693,0,0,5,1067,21,0,11,1026,0,4,51,0,0,0,41,0,738,872,0,1,24,0,0,0,25,9,0,17,0,0,1603,2293,16944,0,697,7,75,46,60,0,0,52167,220,0,197,0,5634,0,0,15848,0,0,0,0,0,0,2,1039,0,0,0,0,0,7,0,24,1,1570,0,0,1717,14673,81,297,0,50345,0,888,36,8944,0,6,0,3,0,0,198,1,0,0,0,0,183,133,58,0,0,58,1,0,7,2,0,14,0,12,0,0,9,0,1,0,0,0,0,5,0,0,0,1757,2048,0,79,0,0,5,0,25,0,357,1,3,1707,0,0,0,39,0,928,4032,0,0,0,0,1,0,1,0,0,36,0,0,0,535,49,1093,0,1324,0,0,1,0,28,0,0,0,0,446,0,4,8176,0,3702,137,0,9,0,0,0,0,23481,3839,0,0,239008
ITA,84,211,818,1682,111,78,3,16150,17059,0,80,17049,380,1840,1383,656,7,42,4281,25,1,151,4222,60,6,10,89,611,25251,72999,550,1187,462,6839,288,106,795,668,13,169,633,0,1144,1752,142578,9,2899,2709,153,137,12,4,30,57533,23,843,802,2,101338,1,1727,30701,0,142,1992,237,1152,181,168,16903,1,0,240,0,41,970,190,5931,611,5758,12,35,3406,14384,347,176,10772,0,204,247,1555,0,56,0,75,99,13,0,3530,942,624,26,0,1,6,7069,151,0,0,9,146,0,15444,278,782,1050,0,669,0,87,44,106,131,32,56,165,4,265,137,185,0,7285,1360,0,1799,24,0,311,11,1886,2,675,4276,15,10962,144,721,137,7,553,1821,339,993,4,5858,243,22,6,209,0,39,9459,169,9,160,618,4585,4407,2,0,58,182,756,0,0,3,0,160,128,3888,88,332,0,55,61199,0,18,4179,0,206,2,5,30,8632,40,149,758504
JAM,1075,0,0,0,0,2,0,342,129,0,0,0,0,0,0,8,0,2023,0,0,20,2,112,561,0,0,0,0,48190,509,0,12,0,0,0,0,0,29,0,0,20,10,11,6,974,0,94,217,0,52,0,0,0,0,0,0,48,0,722,0,0,19663,0,0,0,0,0,0,0,12,67,1,0,0,228,0,2,0,0,34,0,0,117,0,0,13,0,316,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,2,0,0,0,0,0,21,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,115,0,140,0,0,0,0,0,0,3,27,0,22,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,9,191,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,302350,0,95,12,0,0,0,0,0,139,0,0,379361
JOR,2,93,0,10,100897,137,82,8237,1398,14,2,204,17,6,90,461,11037,0,328,28,0,44,1318,1,15,0,8,2,14950,1329,9,292,43,19,2,27,4,326,0,0,20,10,1550,515,18490,2,2260,146,12580,158,7131,30,0,4849,4,0,497,0,3505,0,5,2456,0,6,5,8,0,0,4,1532,0,3,1,0,1,83,67,22,3,963,5505,5,482,244,21323,28,5494,5714,7,0,78,352,10,2,20,67,23024,0,43075,71,31391,2,0,0,19,15,37,3,1070,2,6,0,628,35,1,57,7,5,0,0,30,4,4,6,28,3,6,4,1,23,20,2614,1001,16,756,1116,972,169,16,176,0,379,343,2,118,29,89850,1,22651,5,3447,1517,18,63854,1305,0,230,0,8,4,0,257,622,0,5,141,114,5290,2,24425,110,11,132,0,8,0,0,5,84,2405,2,68,163,0,107592,19,0,898,0,11,0,0,1728,204,0,0,672139
JPN,4,0,5,0,4,1710,0,48721,2810,1,0,5635,0,0,1637,188,0,37,1,22,0,1971,29219,8,74512,113,12,2,36185,6465,176,867,5080,0,4,0,1,938,0,5,235,10,141,2071,18495,0,1806,1590,222,1061,210,0,0,7782,7,0,1432,0,17912,19,18,22613,0,56,35,1,0,0,4,1428,0,60,0,310,7,9053,115,6,413,2155,5771,181,1131,3004,0,126,141,6172,46,24,0,489,0,0,901,13785,0,0,0,55,246,29,12,0,55,193,31,0,0,0,83,0,6831,0,0,35,0,0,282,0,1,0,29,0,7669,4,0,45,0,0,3,5240,1147,0,13702,0,0,324,370,11285,0,828,1001,293,519,1964,0,20,1,14,457,1169,5,7,0,0,26,0,15,23,0,7,0,0,3,155,81,3098,0,0,0,2,10478,0,0,0,69,28,0,2725,0,397,134,0,220664,0,3,191,0,697,2,51,0,1851,88,0,632108
KAZ,0,0,0,52,0,1478,349,14609,13836,5812,0,3737,0,0,131,2139,0,25,122,50122,2,118,807,0,0,7,94,19,13368,10301,0,498,686,0,0,0,287,233,0,38,196,0,2616,9589,1275818,0,1569,669,219,236,68,0,0,23331,668,0,11467,0,7283,0,7,6963,0,16,601,11,0,0,0,26067,0,5,0,1,0,339,19,631,134,4914,0,1956,3509,0,64,309,49301,17187,0,229,2104,0,0,1508,71,2316,0,0,136,234,333,5,0,0,2601,95,13949,0,0,2713,41,0,1068,15,24,178,0,6,14,0,12,0,65,0,6,0,0,0,0,0,0,4245,2653,0,2987,0,0,113,14,498,0,10587,10,21,5383,116,0,26,0,0,528,2033532,120,0,0,35,0,0,32,0,0,1954,0,0,0,1698,533,4279,2,0,0,87,797,0,12391,0,0,0,0,21629,51,119,112618,0,124408,13493,0,299,0,70,0,7,0,9134,8,0,3956833
KEN,0,0,5,0,270,3,0,13465,873,0,8144,1,0,0,629,16,31,8,0,0,0,12,53,0,0,0,553,1,21228,2743,0,23,0,0,0,397,5,17,104,0,6,1,86,70,8441,0,1439,91,8,31,49,225,0,1348,0,283,968,0,1373,0,0,84429,0,15,0,0,0,0,0,577,0,0,0,0,0,0,0,0,0,132,0,0,826,0,2,59,26,3208,0,3,0,0,0,0,0,0,22,0,0,0,60,0,0,0,2,3,4,0,2,0,0,0,37,0,0,37,0,0,0,11,0,0,0,3,0,0,87,0,0,0,1,2332,1547,0,1500,0,0,7,1,304,0,80,0,0,163,0,0,0,63,0,2,414,32847,106,14716,0,0,0,99,0,0,0,213080,1,0,20,31,2344,5,2,6593,0,0,0,0,0,0,0,0,211,27447,68024,0,0,100853,0,0,8,0,0,0,0,19,18827,176,0,644368
KGZ,0,46,0,10,0,340,2,1935,1747,1317,0,1627,0,0,24,583,0,2,7,6512,0,14,80,0,0,0,4,1,1755,1277,0,48,157,0,0,0,81,28,0,22,10,1,504,3239,118377,0,357,34,39,67,19,0,0,4538,350,0,2314,0,2155,0,0,2523,0,4,109,0,0,0,0,1292,0,0,0,0,0,57,1,26,4,894,1,4,1076,109,15,84,12255,6529,0,50,404,68370,0,0,12,1370,0,0,25,8,19,0,0,0,335,25,1392,4,0,660,8,0,78,5,8,34,2,3,1,0,4,0,6,0,5,0,0,0,0,0,0,1491,817,4,437,0,0,18,0,30,0,2022,2,7,1370,10,0,1,0,0,277,410013,4,0,1,2,7,0,6,0,0,198,0,0,0,382,86,1209,0,0,0,4,26,0,4425,0,0,0,0,2573,2,13,17908,0,13394,2198,0,29,0,3,0,0,0,768,0,0,707171
KHM,0,0,0,0,120,1,0,8327,302,2,0,68,0,0,0,20,16,0,0,4,0,2,27,0,107,0,1,1,4970,910,2,2,325,0,1,0,3,3,0,0,1,0,6,1572,2254,0,283,17,10,18,13,0,0,71,0,0,298,0,6341,0,0,72,0,0,0,0,0,0,3,6,0,0,0,0,0,241,0,0,0,95,194,0,15,0,0,26,29,841,0,0,1045,75,0,1,0,7995,5,242,0,0,11,0,0,0,1,3,1,20,0,2,8,0,11,0,0,1,2,0,4,0,0,0,3,0,4544,4,0,173,0,0,0,498,479,0,1530,1,0,3,0,14,0,81,0,21,8,0,0,0,32,10,2,75,0,35,0,0,304,9,0,0,0,0,0,0,1,37,5,813,0,0,0,0,316621,0,1,0,0,0,0,20,0,0,3,0,22152,10,0,1,0,6,1,0,0,28,0,0,384572
KOR,0,0,0,0,7,6192,0,111617,37,247,0,934,0,0,1172,95,0,3,0,35,0,1048,9032,0,7580,31,0,1,165702,3862,1,1525,137878,0,5,0,2,440,0,0,251,5,17,1937,35195,0,11053,882,203,1364,140,1,0,4992,7,0,509,0,24844,0,143,26473,0,0,286,0,0,0,6,400,0,1500,0,842,1,4058,58,0,1,1857,13281,0,417,0,0,46,41,6307,5,69,261253,12163,0,0,175,0,0,0,0,7,345,0,0,0,34,59,63,0,0,2,16,0,4612,0,0,10,0,0,1439,0,151,0,1,0,2158,7,0,63,0,0,39,7409,8664,0,43931,0,0,347,100,6512,196,215,211,7960,195,2840,0,0,2,22,16,5302,1,0,0,0,0,0,30,23,0,1,0,0,1,403,29,13328,0,0,1,0,1325,0,240,0,0,3,0,908,0,393,171,0,1166882,814,0,347,0,183,1,0,0,1821,0,0,2138061
KWT,21,5817,0,1,101126,11,1,12602,1948,24,0,472,4,3,564,262,12159,6,1,1,0,16,139,25,37,1,339,120,41920,2630,299,116,259,36,59,483,13,73,0,1,10,0,1657,152,14616,4,3403,33,4190,56,2219,945,0,2264,3,344,437,13,5546,0,22,16164,4,92,20,5,0,0,0,2567,0,0,0,4,4,277,8,7,2,504,46,14173,1595,812,3727,23,4346,11099,58,11979,1079,1225,344,10,283,525,0,0,7733,63,11075,5,0,14,22,17,22,2,2,4,137,156,741,174,2,94,24,1,0,103,93,1,409,13,2613,0,0,4,14,58,3,4762,1212,1816,3081,9800,79934,75,5,759,7,522,200,14,700,10,28257,1,11419,0,779,251,7,96241,51860,4,3065,1,59,1,17,24,7450,0,34,129,34,3954,1,1225,1234,3,1226,0,18,48,1,23,4,1133,219,612,0,1,90083,85,3,296,0,71,0,0,66654,6513,283,123,788427
LAO,0,0,0,0,0,51,0,1389,26,0,0,5,0,0,3519,0,0,0,0,2,0,0,5,0,0,0,1,0,1637,116,0,2,11,0,0,0,0,1,0,0,0,0,1,48,528,0,39,4,0,1,0,0,0,3,0,0,15,0,4806,0,0,131,0,0,0,0,0,0,0,1,0,0,59,0,0,440,0,0,0,25,0,4,12,0,0,1,1,67,0,10,151,1,0,0,1109,100,0,0,4,0,1,0,0,0,0,0,0,53,0,0,2,0,1,0,0,0,0,0,0,0,0,0,17,0,322,0,0,62,0,0,0,26,44,17,131,0,9,2,0,34,0,6,1,3,2,0,0,0,0,0,1,20,0,0,3,0,115,3,0,0,0,0,0,0,1,5,0,79,0,0,0,0,286451,0,0,5,0,0,0,1,0,0,0,0,17390,0,0,4,0,1181,0,0,6,17,0,0,320341
LBN,0,6,0,4,8914,2,336,28810,1167,2,0,1134,0,0,1,705,1270,0,0,8,14,204,4370,0,1,0,3,245,39731,3362,3,67,7,0,1,4,367,841,0,0,24,0,2641,390,40910,0,7111,451,1874,418,1320,0,0,2540,2,0,431,0,23895,0,418,12930,0,408,25,68,0,0,0,2185,0,3,0,0,0,29,3,0,0,394,4,0,152,5,800,24,6725,4127,1,1169,27,111,2,0,0,31,122,0,0,3883,468,7,0,0,126,16,42,5,63,1,2,0,496,18,0,38,2,2,0,0,90,0,3,0,4,0,0,2,0,9,0,1869,1215,2,264,1,165,143,0,68,0,398,31,1,72,302,1127,0,2287,1,1908,327,0,867,457,0,31,0,288,1,0,1,294,0,1,84,22,13633,0,3715,31,463,8,0,0,0,0,0,0,1061,0,16,51,0,45017,3,0,3669,0,1,0,0,643,355,0,0,289519
LBR,4,0,0,0,40,0,0,1545,183,0,0,126,268,1051,232,17,5,0,0,0,2,24,74,4,0,0,18,13,1499,346,20,21,29,23100,8,0,28,52,0,87,3,0,32,44,1632,0,124,9,56,98,28,0,33,1646,0,0,90,0,721,0,45,2217,0,1006,273242,2,18,44,13,44,0,2,0,0,1,0,0,2,1,69,16,0,131,0,0,7,227,1510,5,1,9,0,0,0,0,51,0,0,45,0,12,1,0,0,7,11,4,0,2,1,10,0,251,0,344,8,0,0,1,0,42,0,1,0,0,4,0,10,18,4793,0,1162,314,0,136,0,0,11,0,81,0,91,0,2,565,10,3,0,11,9,42,38,1,20,2,104,17,0,78072,0,0,1,0,0,14,16,8,409,14,0,7,48,2,0,0,0,0,3,0,215,2,7,0,4,22907,0,1,96,0,2,0,0,0,694,0,0,422681
LBY,37,602,9,17,1940,77,2,3831,2250,4,89,995,140,458,57534,560,392,10,128,392,0,46,860,18,19,3,19,154,6951,3550,101,240,105,4699,130,920,124,172,5,17,143,1,644,742,33858,102,938,396,11030,52,3584,163,5,11415,24,33,714,0,8531,0,191,20189,0,32,219,117,41,8,84,4658,0,0,102,0,17,310,75,213,81,1214,3,8,1504,570,431,57,20868,38776,86,15548,232,551,643,1,424,42,830,0,4835,437,0,9,0,0,13,199,81,1,762,5,96,0,6475,39,83,1311,0,7,0,1,222,55,22,14,21,69,0,100,256,242,0,1907,1202,0,602,4,0,111,7,508,0,605,1941,3,2048,38,50,60,686,222,565,4711,154,3,42814,64,285,3,110,0,0,738,4466,15,73,239,159,4298,0,11027,2894,134,1899,0,35,1,0,68,912,5590,36,3221,649,4,18936,5,6,394,0,7993,0,2,8401,1924,6,12,416295
LCA,3,0,0,0,0,0,0,16,5,0,0,0,0,0,0,0,0,23,0,0,0,0,76,1826,0,0,0,0,1564,17,0,44,0,1,0,0,0,3,0,0,0,0,0,2,2,0,4,78,0,8,0,0,0,0,0,0,2,0,2877,0,0,0,0,0,0,15,0,0,0,0,56,0,8,0,32,0,0,0,0,0,0,0,5,0,0,0,0,13,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,20,6,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,107,0,3,0,0,0,0,5793,0,81,0,0,0,0,0,0,3,0,0,13022
LKA,0,0,0,0,51672,13,0,100080,1366,0,0,167,1,0,1962,15,5254,29,1,0,6,11,101,22,2463,1275,1822,4,167688,30725,11,68,4636,0,6,0,5,19,0,0,4,2,9988,146,53596,0,9904,21,14,21,59,2,0,626,3,0,914,37,41200,0,5,129592,0,71,2,9,0,0,7,2423,0,0,5,0,0,1498,1,3,1,100,4,43808,975,0,10,199,648,79341,79,5787,9831,5,0,0,177,15705,1489,0,4631,103,137,4,0,8,15,20,50,4,0,0,247,832,140,0,1,35,3138,0,0,59,0,3,1061,76,17311,16,0,36,0,3,0,12055,10355,6445,12116,2670,6907,123,5,446,223,137,22,236,537,8,0,8,9099,61,3,542,72,15544,197,3,11270,4,42,0,0,5,0,0,1,9,21,7907,27,6,1,3,12458,0,0,1,8,24,0,112,237,388,1,0,122245,0,0,15,0,522,0,0,0,3109,197,1,1042092
LSO,0,1,4,0,11,0,0,154,2,0,5,0,1,4,0,0,1,0,0,0,0,1,1,0,0,0,1390,0,131,31,0,5,0,12,0,0,0,1,0,0,0,0,7,2,3,0,22,1,0,0,0,1,0,9,0,0,0,0,23,0,1,291,0,0,1,0,0,0,0,2,0,0,0,0,0,8,0,0,0,7,0,0,73,0,0,0,2,26,0,0,2,0,8,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,7,1,0,0,668,0,0,3,72,2,0,6,0,0,1,0,63,6,1,124,0,16,1,0,4,0,0,5,0,20,0,0,0,2,0,0,2,118,3,0,0,6,0,0,0,0,0,31,0,0,2,0,9,9,0,0,1,1,0,0,0,0,0,0,2,48,3,0,0,601,0,0,0,0,0,0,0,0,122439,0,0,126547
LTU,0,33,0,2,0,85,3,472,802,509,0,1019,0,1,2,185,0,0,5,10216,0,4,316,0,0,0,0,1,1173,664,0,9,10,2,0,0,5,25,0,2,5,0,109,1123,53569,0,4888,16,2,12,0,0,0,15766,284,0,1974,0,1415,0,1,43364,0,0,11,0,0,0,2,542,0,0,0,0,0,6,2,4,1,637,0,0,25182,22,2,1205,3912,4532,2,10,34,551,0,24,4,14,0,0,27,10,10,0,0,0,0,370,19072,0,0,421,0,0,168,0,1,19,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1887,8885,0,90,0,3,21,0,5,0,15757,37,0,491,2,1,0,0,1,19,52667,3,0,1,0,0,0,1,0,0,62,0,0,0,333,55,5824,0,0,0,0,18,0,1517,0,0,1,0,234,0,2,12957,0,11193,644,0,53,0,1,0,0,1,254,0,0,307892
LUX,0,0,9,3,0,8,0,52,194,0,6,299,3,7,1,5,0,0,926,0,0,1,14,0,0,0,0,1,61,549,0,6,3,7,0,96,1,5,0,4,4,0,6,32,10777,0,205,11,0,6,0,0,0,773,0,0,30,0,1800,0,1,882,0,0,23,0,1,0,0,387,0,0,0,0,0,5,1,77,1,115,0,0,92,87,1,20,11,2485,1,1,7,1,0,0,14,0,0,0,2,5,0,0,0,0,8,0,11,0,0,0,0,0,93,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,317,40,0,13,0,0,11,0,3,0,116,26,0,1343,0,0,0,0,0,30,11,57,0,2,0,0,0,0,0,0,348,7,0,0,41,60,75,0,0,2,6,61,0,0,0,0,1,0,32,1,3,1,0,582,0,0,2,0,0,0,0,0,47,0,0,23479
LVA,0,13,0,10,0,69,0,736,1770,89,0,962,0,0,15,498,0,0,10,14216,0,2,27,0,0,0,0,0,1634,940,0,21,33,0,0,0,34,14,0,10,4,0,276,2427,114499,0,2046,19,22,24,1,0,0,2563,1219,0,9633,0,2136,0,0,14913,0,3,39,0,0,0,0,782,0,0,0,0,0,0,0,18,0,357,0,0,12088,3,5,237,5466,3977,0,10,103,4040,0,4,2,48,0,0,14,0,0,0,0,0,1903,119,0,0,0,918,1,0,45,4,3,31,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2428,2352,0,191,0,0,9,0,19,0,2040,1,1,280,0,0,0,0,0,170,63354,3,0,0,0,0,0,4,0,0,147,2,0,0,333,84,5011,0,0,0,0,1,0,536,0,0,0,0,438,0,6,16451,0,11618,255,0,53,0,0,0,0,1,350,0,0,307248
MAC,0,0,112,0,0,0,0,1363,17,0,0,99,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,2,2161,308,23,3,7363,0,0,0,4,14,0,0,0,0,0,1,261,0,11,1,1,10,0,0,0,410,0,0,9,0,47,0,0,198,0,0,2,0,0,2,0,0,0,0,0,0,0,12100,0,0,0,3,10,0,8,0,0,3,0,13,0,0,0,0,0,0,204,43,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,40,0,104,0,0,6,0,7,0,1,0,1,2627,0,0,0,0,0,5,2,0,0,0,0,5433,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,742,0,0,16,0,0,0,0,0,0,0,0,3721,0,0,23,0,0,0,0,0,278,0,0,38062
MAR,0,0,0,0,2807,159,0,1083,1451,0,0,35568,4,0,310,108,358,0,0,0,0,3,495,0,0,0,0,8,36170,12697,0,71,0,16,15,35,10,59,0,0,2,0,62,311,74695,0,4508,24,1237,69,534,0,8,764823,0,0,1827,0,614979,0,302,13771,0,1,9,14,0,0,15,1101,0,0,14,0,0,1,1,1,1,292,0,0,469,0,509,177,157741,335395,0,300,4,0,17,0,1,1,0,0,376,1,2078,0,0,0,3,227,15,0,0,0,29,0,115,0,33,132,0,0,0,0,511,7,2,0,0,9,0,465,25,0,0,104154,4043,0,144,1,1,43,3,134,0,407,0,0,2531,0,15,9,639,30,42,394,1,0,1907,1607,0,17,0,0,1,4,4475,0,4,52,20,6270,0,57,617,8,1,0,0,0,0,0,2949,477,0,383,0,0,53894,0,0,351,0,5,0,0,1211,1074,0,0,2256646
MDA,0,119,0,37,0,661,8,1206,2967,1883,0,1151,0,0,2,4812,0,1,38,12051,0,16,27,0,0,0,0,0,5081,1941,0,30,45,0,0,0,15,25,0,25,10,0,1375,15244,84821,0,655,28,75,58,28,0,0,20711,873,0,1625,0,7464,0,0,2889,0,1,14,0,0,0,0,6865,0,0,0,0,0,16,1,34,3,2098,0,1,3178,47,5,70,15573,121615,0,49,57,6407,0,613,2,33,0,0,11,7,19,0,0,0,1150,37,3600,1,0,0,3,0,86,9,1,70,1,18,0,0,2,0,1,0,1,0,0,0,0,0,1,1947,1269,0,194,0,0,17,1,6,0,4052,12,4,20010,5,0,0,0,0,55913,269842,2,0,0,0,1,0,4,0,0,425,0,0,0,755,447,1297,0,0,0,2,7,0,1468,0,0,0,0,4076,0,12,158508,0,35090,2208,0,19,0,1,0,0,0,230,0,0,887521
MDG,0,2,0,0,1,2,0,40,17,0,0,0,0,0,0,2,0,0,0,0,0,2,19,0,0,0,215,0,797,224,0,3,0,0,0,0,0,1,4177,0,1,0,4,21,276,0,20,8,2,5,0,1,0,2,0,0,7,0,36659,0,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,24,0,0,0,26,0,0,14,0,0,2,0,917,0,1,3,11,0,0,1,1,0,0,0,1,12,0,0,0,1,1,0,1,0,0,0,0,16,0,0,0,1,0,0,0,0,0,1218,0,0,3269,0,0,0,0,0,70,62,1,16,0,49,3,0,2,0,1,5,0,29,0,0,0,0,6485,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,16,7,21,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,501,0,0,2,0,0,0,0,0,204,0,0,55524
MDV,0,4,0,0,2274,0,0,3163,115,0,0,40,0,0,41,10,255,1,0,0,0,3,52,1,65,15,42,3,2480,749,6,10,61,0,3,0,3,10,0,0,5,0,188,21,1191,0,142,8,4,16,146,0,0,269,0,0,34,1,815,0,1,2796,0,3,2,1,0,0,3,170,0,0,1,0,0,31,0,3,2,24,19,1494,42,1,0,6,78,2241,2,79,143,0,0,0,20,322,163,0,49,3,5,0,178,0,2,7,3,0,0,0,26,0,26,0,0,4,6,0,0,2,0,1,21,2,147,8,0,15,0,0,1,202,151,84,491,86,134,9,2,49,1,31,5,5,59,3,0,1,563,26,32,260,2,1170,0,1,259,0,1,0,0,8,5,0,0,5,2,173,0,0,0,1,119,0,0,1,0,0,0,140,12,11,0,0,3052,0,0,9,0,9,0,0,0,398,2,2,27975
MEX,8,9,36,7,19,555,0,4415,1429,23,4,1036,4,119,217,128,1,83,6,19,1199,11292,2336,1,0,0,6,15,61969,5825,15,1665,2,10,21,24,11,2903,1,10,1894,98,100,639,9056,0,1004,1266,30,4485,28,2,2,57586,6,0,699,0,11012,0,5,776,1,3,35,5,1,0,76,971,0,5607,1,41,0,1,582,10,399,790,2,1,700,37,1,109,3643,8867,27,16,745,2148,0,12,0,3,2,0,343,10,31,14,0,0,45,54,78,0,0,6,43,0,0,3,13,4,0,3,5,2,10,5,3,0,0,18,2,179,0,2,32,2909,980,0,503,0,0,2372,87,231,0,613,1494,0,532,914,28,0,4,49,499,456,3,1,9,1,0,0,2,363,0,42,5,0,16,196,70,2303,0,19,8,0,1,0,14,0,0,0,0,687,3,4,112,51,8004208,98,0,2779,0,49,4,0,2,595,0,0,8233168
