countries,ABW,AFG,AGO,ALB,ARE,ARG,ARM,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHI,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GTM,GUF,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MTQ,MUS,MWI,MYS,MYT,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VIR,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE,TOTAL
KWT,2,218,0,0,3614,0,0,1290,315,9,0,88,0,0,3,117,0,0,0,0,0,5,13,3,6,0,16,1,3380,526,58,19,12,0,12,0,1,17,0,0,0,0,371,35,2102,0,411,2,1359,21,819,945,0,467,0,0,93,0,1309,0,2,1013,1,4,0,1,0,0,0,157,0,0,0,0,1,0,0,0,0,116,36,0,111,510,110,2,265,999,3,0,11,484,50,2,0,80,0,0,108,0,783,1,0,0,10,1,6,0,1,1,1,0,16,45,0,12,0,0,0,0,25,0,2,0,8,0,0,1,0,0,0,420,219,0,424,0,0,3,0,45,0,178,0,1,14,1,1132,0,800,0,411,40,0,14120,809,0,5,0,6,0,0,0,1758,0,6,31,6,898,0,1220,1086,1,7,0,4,0,0,1,0,281,0,14,0,0,3890,24,0,105,0,2,0,0,52,527,0,0,51179
LAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121166
LBN,0,0,0,1,175,0,0,2163,366,1,0,530,0,0,1,299,0,0,0,5,1,87,0,0,0,0,1,66,8259,1175,1,8,1,0,1,0,68,254,0,0,2,0,983,117,15403,0,616,42,914,171,484,0,0,891,1,0,131,0,8600,0,92,3870,0,106,0,15,0,0,0,1005,0,0,0,0,0,0,0,0,0,151,1,0,32,1,2,5,1799,1644,0,0,1,24,0,0,0,9,0,0,0,0,1,2,0,0,50,3,13,0,34,0,1,0,4,4,0,10,0,0,0,0,44,0,0,0,1,0,0,1,0,0,0,461,188,0,44,0,0,1,0,0,0,155,0,0,18,47,293,0,70,1,827,92,0,789,28,0,1,0,288,0,0,0,55,0,0,20,5,2923,0,3715,28,36,0,0,0,0,0,0,0,402,0,0,14,0,728,1,0,966,0,0,0,0,0,134,0,0,63073
LBR,3,0,0,0,6,0,0,1040,121,0,0,67,87,0,59,12,0,0,0,0,1,17,48,3,0,0,13,6,883,253,15,17,16,0,7,0,6,39,0,50,2,0,23,25,966,0,62,6,41,68,17,0,25,1118,0,0,49,0,535,0,14,621,0,483,0,2,3,36,9,26,0,1,0,0,1,0,0,1,1,41,13,0,70,0,0,3,139,1114,4,0,1,0,0,0,0,33,0,0,0,0,4,1,0,0,5,6,2,0,2,0,8,0,161,0,0,5,0,0,1,0,29,0,1,0,0,3,0,7,0,2434,0,481,247,0,95,0,0,7,0,6,0,58,0,1,374,7,1,0,2,7,26,19,0,20,0,22,9,0,71019,0,0,0,0,0,10,9,5,268,4,0,5,37,2,0,0,0,0,2,0,143,0,5,0,3,13907,0,1,76,0,1,0,0,0,406,0,0,98276
LBY,1,27,0,3,3,0,0,554,280,1,2,152,1,0,10046,198,0,0,11,29,0,3,42,0,0,0,1,2,711,606,2,5,1,0,13,0,1,3,0,1,1,1,125,145,3108,0,176,6,2940,13,1682,157,1,1052,5,0,112,0,2947,0,0,5343,0,1,0,1,0,0,9,572,0,0,0,0,0,0,0,0,0,214,2,0,194,116,1,3,4916,18076,0,1319,0,41,1,0,0,2,0,0,523,0,0,0,0,0,7,5,5,0,322,0,31,0,3,6,0,263,0,3,0,0,84,0,1,0,1,6,0,11,0,0,0,510,297,0,37,0,0,5,0,3,0,174,0,0,37,0,0,0,1,12,373,129,1,1,171,0,0,0,77,0,0,42,497,0,2,30,18,1476,0,4588,963,0,0,0,0,0,0,0,302,1589,0,6,80,0,541,1,0,87,0,1792,0,0,3,77,0,0,71174
LCA,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38,493,0,0,0,0,190,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,1,0,1364,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,305,0,13,0,0,0,0,0,0,0,0,0,2447
LKA,0,0,0,0,755,0,0,16334,185,0,0,4,0,0,52,4,0,8,0,0,0,2,16,0,560,6,328,0,19589,5634,2,2,203,0,2,0,0,3,0,0,0,1,2199,37,5502,0,761,0,0,6,17,0,0,34,0,0,188,0,8129,0,0,27083,0,5,0,0,0,0,2,536,0,0,0,0,0,0,0,0,0,18,2,0,66,0,0,31,12,15507,0,1,995,1,0,0,8,5133,0,0,0,0,13,0,0,0,6,2,16,0,0,0,9,0,1,0,0,4,0,0,0,0,0,0,1,0,1315,3,0,10,0,0,0,1445,826,14,1527,0,0,0,0,2,0,43,0,44,8,0,0,0,319,12,1,61,0,7701,0,0,402,0,0,0,0,0,0,0,0,1,4,953,0,3,0,0,1,0,0,0,0,0,0,25,0,0,0,0,10454,0,0,1,0,58,0,0,0,264,0,0,135512
LSO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28013,0,0,28032
LTU,0,3,0,0,0,0,0,0,100,150,0,440,0,0,0,40,0,0,0,1014,0,1,173,0,0,0,0,0,0,220,0,0,0,0,0,0,0,7,0,0,0,0,13,159,7001,0,1854,0,0,5,0,0,0,7921,101,0,215,0,458,0,0,10859,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,36,0,0,6054,3,0,528,0,1679,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726,3926,0,3,0,0,0,0,0,0,3990,0,0,98,0,0,0,0,0,3,496,0,0,0,0,0,0,0,0,0,0,0,0,0,25,11,2540,0,0,0,0,0,0,0,0,0,0,0,40,0,0,1094,0,1608,0,0,11,0,0,0,0,0,32,0,0,53920
LUX,0,0,0,0,0,0,0,0,30,0,0,225,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,183,0,0,0,0,0,0,0,1,0,0,0,0,2,4,4755,0,56,0,0,5,0,0,0,182,0,0,16,0,1666,0,0,459,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,0,25,0,0,22,21,0,1,0,1839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,76,0,0,105,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,32,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,10050
LVA,0,0,0,3,0,0,0,3,180,30,0,375,0,0,0,181,0,0,0,2109,0,1,10,0,0,0,0,0,57,353,0,0,5,0,0,0,0,2,0,4,0,0,43,570,4267,0,651,0,12,9,1,0,0,1165,725,0,318,0,722,0,0,2730,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,62,0,0,1718,2,0,99,0,1233,0,0,0,510,0,0,0,0,0,0,0,0,0,0,0,0,1391,73,0,0,0,0,0,0,0,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,582,945,0,9,0,0,1,0,0,0,603,0,0,65,0,0,0,0,0,73,1627,0,0,0,0,0,0,2,0,0,0,0,0,0,25,12,1168,0,0,0,0,0,0,0,0,0,0,0,79,0,1,2623,0,85,0,0,2,0,0,0,0,0,26,0,0,27589
MAC,0,0,19,0,0,0,0,547,9,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1141,177,5,2,3173,0,0,0,0,8,0,0,0,0,0,1,56,0,8,0,1,5,0,0,0,228,0,0,8,0,10,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,2,0,0,2,0,10,0,0,0,0,0,0,1,42,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,0,15,0,0,3,0,0,0,1,0,1,372,0,0,0,0,0,3,1,0,0,0,0,1732,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1868,0,0,8,0,0,0,0,0,63,0,0,9783
MAR,0,0,0,0,1,0,0,111,296,0,0,6877,0,0,0,40,0,0,0,0,0,1,225,0,0,0,0,0,8421,3671,0,2,0,0,4,0,0,19,0,0,0,0,18,91,16862,0,262,1,420,28,162,0,4,284649,0,0,399,0,172651,0,15,2220,0,0,0,0,0,0,4,356,0,0,0,0,0,0,0,0,0,61,0,0,52,0,0,30,19673,71776,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,19,5,0,0,0,9,0,0,0,0,23,0,0,0,0,161,0,0,0,0,2,0,98,0,0,0,13132,264,0,21,0,0,1,0,0,0,154,0,0,450,0,0,0,0,6,18,103,0,0,293,0,0,2,0,0,0,0,790,0,1,14,3,1456,0,21,604,0,0,0,0,0,0,0,457,124,0,0,0,0,10769,0,0,110,0,0,0,0,0,262,0,0,618781
MDA,0,11,0,21,0,0,0,167,1069,955,0,874,0,0,0,2817,0,0,0,5866,0,9,10,0,0,0,0,0,2338,1170,0,2,23,0,0,0,2,10,0,19,0,0,598,7498,18928,0,326,2,63,43,24,0,0,12533,704,0,111,0,4464,0,0,1689,0,0,0,0,0,0,0,1935,0,0,0,0,0,0,0,0,0,518,0,0,744,34,0,36,66,62215,0,0,0,2936,0,0,0,0,0,0,0,0,0,0,0,0,948,23,503,0,0,0,2,0,1,5,0,27,0,14,0,0,2,0,0,0,0,0,0,0,0,0,0,1265,810,0,67,0,0,5,0,0,0,2372,0,2,9830,1,0,0,0,0,32349,78924,0,0,0,0,0,0,2,0,0,14,0,0,0,140,189,769,0,0,0,0,0,0,0,0,0,0,0,1619,0,4,53892,0,10888,108,0,4,0,0,0,0,0,59,0,0,325668
MDG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,5,0,0,2,0,0,0,0,0,0,2,0,19848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,19937
MDV,0,0,0,0,442,0,0,1208,35,0,0,12,0,0,5,5,18,1,0,0,0,1,7,1,29,10,21,0,1014,306,2,2,13,0,1,0,0,3,0,0,1,0,94,7,274,0,43,0,2,7,50,0,0,108,0,0,14,0,375,0,0,1393,0,1,0,0,0,0,1,69,0,0,0,0,0,2,0,0,0,8,12,143,14,1,0,2,23,1108,1,1,41,0,0,0,0,184,76,0,1,0,2,0,178,0,1,1,1,0,0,0,15,0,1,0,0,1,0,0,0,1,0,0,10,1,67,3,0,6,0,0,0,79,42,46,189,0,39,3,1,10,0,15,0,2,11,1,0,0,96,9,15,68,0,803,0,0,73,0,1,0,0,0,2,0,0,2,1,62,0,0,0,0,4,0,0,0,0,0,0,51,2,5,0,0,1328,0,0,1,0,3,0,0,0,118,1,0,10563
MEX,5,2,5,3,8,5,0,1355,605,11,0,457,2,0,124,57,0,24,1,12,507,5536,844,1,0,0,3,3,21557,2525,14,411,1,0,19,0,1,1445,1,4,506,80,46,195,3084,0,364,498,18,2009,12,2,2,31537,3,0,275,0,5098,0,0,290,1,1,0,2,0,0,41,449,0,2035,1,0,0,0,112,2,169,260,2,0,228,37,0,32,1116,4023,3,1,105,1046,0,3,0,3,1,0,0,0,0,5,0,0,20,17,33,0,0,0,38,0,0,1,0,2,0,1,3,0,6,2,2,0,0,14,0,138,0,0,31,1217,330,0,228,0,0,896,84,68,0,287,410,0,139,553,0,0,1,43,235,182,0,1,0,0,0,0,2,169,0,0,1,0,14,62,25,778,0,14,5,0,1,0,6,0,0,0,0,346,0,2,29,8,2677763,47,0,1295,0,9,3,0,0,219,0,0,2775025
MKD,0,0,0,818,0,0,0,0,681,0,0,367,0,0,0,711,0,0,0,0,0,0,2,0,0,0,0,0,9,1028,0,0,0,0,0,0,0,0,0,0,0,0,3,411,7607,0,207,0,0,6,0,0,0,140,0,0,17,0,540,0,0,92,0,0,0,0,0,0,0,1119,0,0,0,0,0,0,0,0,0,16,0,0,3,0,0,3,0,7164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,634,0,0,0,0,0,0,0,0,0,0,0,0,0,21,276,0,2,0,0,0,0,0,0,39,0,0,57,0,0,0,0,0,165,5,0,0,0,0,0,0,0,0,0,0,0,0,0,87,1355,386,0,0,0,0,0,0,0,0,0,0,0,2234,0,0,0,0,394,0,0,0,0,0,0,0,0,4,0,0,26610
MLI,0,0,42,0,10,0,0,69,52,0,0,110,440,33,0,5,0,0,0,2,0,2,8,0,0,0,0,183,446,224,1,29,1,0,73,0,5527,5,1,11,0,0,3,17,621,0,30,5,7,14,37,2,316,9516,0,0,11,0,28547,0,8605,263,0,1129,1283,0,2164,13,63,11,0,0,0,0,0,0,0,0,0,18,0,0,47,0,0,1,110,1154,0,2,1,3,0,0,0,2,1,0,0,283,79,0,0,0,1,8,1,0,0,0,50,0,13,0,0,0,0,0,0,0,6074,0,3,2,0,20,0,47,7613,19857,0,123,23,0,10,0,0,1,0,2,0,39,0,0,112,0,0,0,2,54,9,41,0,3,111,7027,1,0,2161,0,0,0,73,33,6,4,2,66,0,0,79,493,0,0,0,0,0,0,0,27,5,1,5,0,725,0,0,3,0,0,1,0,0,184,40,0,106787
MLT,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,55
MMR,0,2,0,0,154,2,0,8356,31,0,0,3,0,0,34773,0,7,0,0,0,0,0,7,0,4,24,2,0,2297,100,0,0,4,0,0,0,0,4,0,0,3,0,20,63,378,0,676,3,0,5,5,0,0,25,0,0,516,0,179,0,0,17593,0,0,0,0,0,0,0,16,0,0,0,0,0,2,0,0,0,6,5,7075,42,5,0,0,3,173,0,1,6,0,0,0,30,1442,31,147,0,0,1,0,57,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,2,0,101698,0,0,0,0,0,0,365,1295,36,392,0,17132,27,0,93,0,4,0,0,4,0,0,0,32,0,0,334,0,240,0,0,80,0,0,0,0,0,0,0,0,0,0,742,0,0,0,0,763229,0,0,0,0,0,0,0,1,1,0,0,40901,0,0,0,0,3079,0,0,0,102,0,0,1004074
MNE,0,0,0,2432,0,0,0,0,5119,0,0,309,0,0,0,14,0,0,0,0,0,0,8,0,0,0,0,0,25,520,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,53,15,0,0,0,0,0,0,0,0,1,0,210,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,5323,0,15,0,0,0,0,0,1,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1103,0,0,0,0,0,0,1,2736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8413,0,0,0,13,538,149,0,0,0,0,0,0,0,0,0,0,0,13946,0,0,0,0,1992,0,0,59,0,0,0,0,0,0,0,0,43345
MNG,0,0,0,0,0,0,0,285,409,27,0,13,0,0,0,42,0,0,0,75,0,0,0,0,0,0,0,0,269,262,0,0,9,0,0,0,0,3,0,1,1,1,4,2829,273,0,26,0,1,6,6,0,0,60,19,0,19,0,588,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,482,0,0,99,0,0,8,1,140,0,0,0,175,0,0,0,8944,0,0,0,0,0,0,0,0,19,0,20,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,53,0,28,0,0,0,0,0,0,176,0,0,13,0,0,0,0,0,6,4197,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,407,0,0,0,0,2,0,0,0,0,0,0,74,0,0,104,0,29,0,0,0,0,0,0,0,0,2,0,0,20500
MOZ,0,0,652,0,0,0,0,2430,47,0,0,74,0,0,0,10,0,0,0,0,0,1,141,0,0,0,759,1,387,605,5,369,0,0,0,0,1,2,0,2,0,0,122,9,192,0,45,2,5,6,3,110,0,681,0,0,27,0,359,0,0,3937,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,13,0,0,78,0,0,3,197,275,0,0,0,0,28,0,0,39,0,0,0,0,0,0,0,65,1,83,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,14,0,0,0,186,0,0,0,0,213,27,0,863,0,0,0,0,5,0,18,0,0,5564,2,0,0,0,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,73,0,0,0,0,4,0,0,0,0,0,0,8,0,1,0,0,942,0,0,28,0,0,0,0,0,52311,8,0,72156
MRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
MTQ,0,0,0,0,11,0,0,54,6,0,0,58,4,0,0,2,1,0,0,0,0,7,2,15,0,0,0,4,172,46,3,1,0,0,35,0,1,30,1,0,0,0,2,1,39,0,4,5,3,67,1,2,3,355,0,0,4,0,75,0,0,17,0,0,0,611,0,0,36,0,0,0,431,0,0,0,0,0,4,7,0,0,15,0,0,1,100,274,0,0,0,0,0,0,0,0,1,0,0,0,0,126,0,0,1,9,1,0,0,0,59,0,0,0,0,0,0,0,0,0,9,0,3,0,0,23,0,126,0,0,0,4,3,0,12,0,0,7,0,4,0,25,0,0,5,1,0,0,2,68,10,7,0,0,0,0,0,0,0,0,0,0,0,0,53,4,0,7,0,0,3,0,0,0,0,0,0,0,0,27,0,1,0,0,180,0,0,37,0,0,3,0,0,41,0,0,3372
MUS,0,0,0,0,0,0,0,1368,12,0,0,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,200,0,1523,305,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,11,0,0,0,0,0,0,0,0,0,6,0,4592,0,0,2484,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,13,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22,0,0,0,0,0,0,0,0,1819,0,0,13038
MWI,0,0,57,0,0,0,0,602,19,0,77,14,0,0,0,4,0,0,0,0,0,1,40,0,0,0,666,0,345,124,6,39,0,0,0,621,28,3,0,0,0,0,30,8,35,0,51,1,4,2,8,273,0,31,0,0,22,0,142,0,0,2517,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,3,0,49,0,0,2,28,158,0,0,0,0,123,0,0,5,0,0,0,0,0,0,0,14,1,0,1,0,0,0,0,0,1,0,0,2,0,0,0,7393,0,0,2,0,0,0,551,0,0,0,0,132,55,0,210,0,0,1,1,0,0,11,0,0,3278,0,0,0,0,0,0,42,117,1,0,0,0,0,13,0,0,0,0,2,0,3,1,65,0,0,0,0,1,0,0,0,0,0,0,11,662,206,0,0,603,0,0,3,0,0,0,0,7,28009,509,0,48065
MYS,30,0,0,0,4972,43,0,40562,635,1,0,289,0,0,351,8,272,29,0,0,3,9,162,0,0,8,13,0,14601,1844,0,30,2497,0,0,0,2,15,0,0,2,1,241,262,6096,0,910,23,861,40,744,1,0,1975,0,0,610,0,2208,0,1,19915,0,1,0,0,0,0,0,179,0,2,3,35,3,2565,1,0,2,133,1959,598,1002,0,0,81,2,4388,0,0,2075,13,0,0,203,2127,1143,43,3,0,1135,0,24,0,2,14,2,383,0,1,25,22,35,0,0,17,16,0,11,0,1,0,169,0,0,0,0,0,0,0,0,2002,1167,23,5758,224,0,59,9,181,66,43,2,181,88,4,0,2,934,0,14,834,0,18608,0,0,143746,0,2,1,0,1,0,0,14,10,20,2305,0,0,0,0,1193,0,0,0,0,0,0,154,0,3,0,0,50379,3,0,53,0,26,0,0,0,472,0,0,347265
MYT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1499,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2159
NAM,0,0,640,0,0,0,0,61,0,0,0,1,0,0,0,1,0,0,0,0,0,0,16,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,1,0,0,10,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18262,0,0,19036
NCL,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,83,0,0,2,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,106,0,0,0,0,0,0,2,0,0,0,0,0,539,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,1094
