countries,ABW,AFG,AGO,ALB,ARE,ARG,ARM,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GTM,GUF,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNG,MOZ,MRT,MTQ,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRT,PRY,PYF,QAT,REU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,STP,SUR,SVK,SVN,SWE,SWZ,SYR,TCD,TGO,THA,TJK,TKM,TON,TTO,TUN,TUR,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
ABW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALB,0,0,0,0,0,50,0,595,1312,0,0,664,0,0,155,199,0,0,0,2,0,1,0,0,0,0,0,0,3024,3696,12,0,0,0,0,12,0,0,0,7,81,120,12973,0,45,10,0,14,0,0,0,342,0,0,21,0,1359,0,0,109,0,0,0,0,0,0,0,229298,0,0,0,0,0,0,1205,0,92,0,0,176,0,0,11,9,134826,0,6,0,0,0,0,0,0,0,0,0,0,63,0,0,0,2,132,3,0,0,0,0,0,3,11293,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1337,310,0,32,0,0,6,0,154,0,23,0,0,28,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,71,77,168,0,0,0,0,0,0,0,0,0,0,1337,0,0,1,0,18081,0,0,6,25,0,0,0,114,0,0
ARE,1,1121,0,0,0,0,0,742,79,0,0,13,1,0,1,14,905,0,0,0,0,0,1,0,0,0,1,46,3692,88,5,0,5,6,4,15,0,0,0,0,44,12,22,0,118,0,190,1,63,0,0,15,0,34,21,0,149,0,3,19,0,2,2,0,0,0,0,10,0,0,0,0,0,0,0,0,85,0,7383,145,0,252,0,26,24,0,1794,2,0,164,0,0,0,2885,0,906,0,1048,0,0,0,6,0,2,0,0,0,0,0,10,0,0,6,0,0,0,56,0,0,0,0,0,0,2,16,0,28,49,0,237,4862,0,2,1,219,0,49,0,0,8,0,0,1469,0,97,0,0,28831,0,0,0,0,0,0,0,2,9,2,201,0,1,75,0,0,0,0,0,0,1,24,0,0,0,0,3699,0,0,3,0,0,0,40295,140,0,0
ARG,2,13,238,0,8,0,0,3107,1126,0,0,1512,1,1,681,94,0,2,0,2,0,3276,11971,0,0,0,26,36,1728,5172,31656,149,16,1,15,60,0,31,8,0,49,174,23288,0,368,704,6,867,0,0,0,16899,2,1,111,0,13411,0,15,2362,0,21,117,3,0,6,208,981,0,0,3,2,5,2,281,205,317,0,0,1230,47,12,34,9506,293,0,77,948,6,0,0,1,0,0,0,983,32,38,0,0,0,0,339,17,0,0,0,9,0,1064,3,2,16,0,0,1,41,2,17,0,0,3,20,0,0,0,975,145,0,396,0,0,85,0,330,0,31,79,6,3026,13332,4,0,0,27,0,0,15,7,0,0,0,0,0,0,8,283,139,1179,0,0,1,1,0,0,14,0,0,4,204,14,0,10,4486,5143,2,0,334,35,0,0,18,4996,2,0
ARM,0,0,0,0,9,729,0,767,1994,1758,0,72,0,0,6,437,0,0,0,6160,0,1,11,0,0,0,0,8,1119,388,14,8,0,0,25,12,0,2,3,1,613,577,30673,0,339,6,3,19,0,0,0,927,237,0,557,0,4333,0,8,196,0,2,32,0,0,0,0,10361,0,0,0,0,0,0,0,0,236,0,0,129,4298,161,9,8879,511,0,94,62,6236,0,1201,2,24,0,0,401,0,129,0,0,0,357,9,1151,0,0,1353,2,0,94,5,3,19,0,0,0,1,0,0,0,0,0,0,0,0,0,382,87,0,61,0,0,5,0,152,0,833,0,0,156,1,0,0,0,342382,0,0,0,0,0,0,1,0,0,0,0,157,16,328,0,0,0,0,0,51,3501,0,0,0,3779,0,3,51408,0,32539,10416,0,23,0,0,0,13,95,0,0
AUS,67,0,615,0,0,29,0,0,1511,0,0,618,6,8,1146,31,0,15,0,17,0,5,172,2,48,0,340,57,2407,1803,1888,362,35,0,51,0,0,3,0,0,2974,290,28918,0,498,12,0,38,0,0,3,2249,7,0,174,0,562,2,72,18617,0,42,163,1,1,4,6,28316,0,0,0,0,122,0,550,1,428,24086,0,2281,247,44,21,2622,1295,0,692,2028,0,1,0,61,193,0,0,8545,3,0,1,0,0,0,113,45,0,0,3,0,0,108,0,7,1004,0,0,9,3,0,37,32,177,234,41,2,473,0,1794,339,0,13509,0,0,1,35,1045,0,14,2,22,2253,10,6,0,0,0,0,0,156,18,352,0,1,0,0,0,83,1781,54,1280,9,0,7,5,0,0,12,0,0,1,470,2,0,0,1,4289,0,0,9,87,79,84,178,33212,40,0
AUT,0,2135,113,0,0,0,0,1,0,0,0,0,21,80,0,0,0,0,0,0,0,0,0,0,0,0,8,8,12,0,0,0,150,0,2,0,0,0,0,0,0,1,5,0,7,0,0,0,0,0,0,2,0,0,2,0,0,0,7,0,0,0,232,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,65,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,61,0,3,3,0,0,5,0,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,106,0,0,0,1,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,38,0,0,0,0,0,0,34,748,1,0
AZE,0,0,0,0,0,42,0,136,339,0,0,44,0,0,2,186,0,0,0,1782,0,0,4,0,0,0,1,0,120,92,4,4,0,0,11,2,0,1,0,0,69,161,15130,0,30,1,1,3,0,0,0,188,1,0,229,0,130,0,0,92,0,1,19,0,0,0,0,230,0,0,0,0,0,0,9,0,133,0,0,72,278,3,4,5277,211,0,17,23,1979,0,0,1,12,0,0,8,0,4,0,0,0,6,2,608,0,0,0,0,0,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,120,31,0,30,0,0,1,0,1,0,175,0,0,112,1,0,0,0,75308,0,0,0,1,0,0,0,0,0,0,0,62,7,91,0,0,0,0,0,0,1772,0,0,0,2142,0,0,13171,0,2589,1785,0,1,0,0,0,0,118,0,0
BDI,0,0,559,0,2,1,0,116,69,0,0,399,3,0,26,7,0,0,0,0,0,1,4,0,0,0,166,61,1759,338,8,0,0,27,19,1,18,0,0,0,7,5,481,0,201,3,0,1,2,916,0,180,0,31,22,0,1152,0,103,2844,0,1,17,0,0,0,9,37,0,0,4,0,0,0,2,0,16,0,1,51,0,0,1,59,420,0,1,1,0,1750,0,0,0,0,0,0,0,0,0,0,8,0,32,1,0,0,0,12,0,3,0,3,1,0,0,451,1,0,2,1373,0,0,8,0,0,0,418,81,0,60,1,0,0,1,11,0,5,0,0,72,0,1,0,44,112,0,0,283,9,0,0,0,0,0,125,1,5,1,119,91,0,5,39,0,0,0,0,0,0,28,354284,7585,0,0,797,0,0,0,1,0,0,0,2932,1861,192
BEL,0,31,491,0,2,0,0,5,77,0,0,0,508,182,13,3,0,0,0,0,0,0,0,0,0,0,4,43,131,210,1,0,683,1,24,0,0,1,0,0,20,24,7276,0,67,0,1,0,0,0,1,396,0,23,21,0,1725,0,85,904,0,8,1642,0,14,2,922,1864,0,0,0,0,0,0,4,0,41,0,0,66,221,11,1,313,197,0,6,6,4,0,0,0,0,0,0,207,3,8,0,0,0,0,487,0,0,0,0,1,0,0,5,63,1,0,0,1,3,0,0,0,0,0,0,102,73,0,1312,16,0,7,0,0,0,0,10,0,0,0,0,90,0,0,0,0,0,0,0,165,8,0,0,3,0,0,1,0,7,2,32,1,0,55,0,0,0,0,0,0,0,15,20,0,0,0,160,0,0,0,1,0,0,1,559,18,0
BEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,0,0,0,0,0,0,0,0,0,0,0,0,2079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,64,0,0,0,268297,0,0,0,0,0,0,0,0,0,249,0,4,0,0,0,0,0,0,27,0,0,0,0,0,0,100,0,0,0,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3904,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BGD,4,11,1528,0,66194,17,0,4847,829,0,0,267,2,4,0,121,5273,0,0,4,1,6,36,0,263,0,8,4,12144,472,17,735,12,5,18,2,0,0,0,0,131,125,4491,0,263,9,65,7,34,0,0,504,0,0,224,245,1688,0,7,43287,0,2,6,0,0,0,5,1868,0,0,3,1,1020,0,4,2,94,0,773724,682,1,19,5,536,10614,0,3893,3316,4,0,0,366,3618,0,0,1941,1,408,0,0,0,0,15,4,114,0,0,34,0,7,0,11,7,0,0,3,18,0,78,0,17291,0,18,8,2,0,464,211,267,715,16217,75833,15,0,399,0,18,8,42,225,1,1,4771,18,44,0,86228,81,35,11931,22,1,0,0,0,7,18,4,1138,0,0,1,1,0,0,1,0,0,0,114,0,29,0,0,48234,0,0,43,242,0,1,16,1271,1,0
BGR,0,246,5,0,5,242,0,1325,6108,36,0,544,3,1,1208,0,0,0,0,7,0,5,155,0,0,0,0,1,4772,1513,51,0,7,0,0,26,0,0,20,26,1584,1511,20502,0,356,186,1,41,0,0,0,1919,0,1,251,0,4625,0,2,1236,0,0,9,0,0,0,0,21682,0,0,0,0,0,0,23,0,755,0,0,590,32,3,38,12376,5934,0,43,1,693,0,0,0,0,0,0,99,0,7,0,0,0,11,52,0,0,0,18,0,0,117,448,1,125,0,0,0,0,0,0,0,1,1,0,0,0,5,893,400,0,264,1,7,31,5,508,0,867,0,0,376,0,0,0,0,3182,0,1,16,0,0,0,0,0,0,0,0,665,58,1784,2,0,1,0,0,0,1,0,0,0,230694,0,0,6,0,17705,207,0,56,56,0,0,36,2143,1,0
BHR,0,218,0,0,308,5,0,241,9,0,0,4,0,0,9143,2,0,0,0,0,0,0,1,0,0,0,1,7,648,32,2,1,1,2,1,1,0,0,0,0,23,6,58,0,34,6,4,0,0,0,0,12,0,9,3,0,16,0,1,18,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,4,0,1,52,2,11,0,13,35,0,572,8,1,21,0,0,3,27,0,340,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,2,0,46,8,6,88,127,1079,1,0,3770,0,0,0,0,11,0,0,34,0,13,0,0,4074,0,27,0,0,0,0,0,1,2,0,20,0,0,11,0,0,0,0,0,0,0,10,0,0,0,0,505,0,0,0,413,0,0,5599,143,0,3
BHS,4,0,0,0,0,0,0,111,7,0,0,1,0,0,2,1,0,0,0,0,0,1,1,13,0,0,0,0,298,30,2,0,0,0,0,1,0,0,1,0,1,0,21,0,4,26,0,7,0,0,0,5,0,0,2,0,18,0,0,57,0,0,0,0,0,0,0,31,9,0,0,3,0,0,0,0,3,0,0,14,2,0,0,4,13,175,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,32,0,1,14,0,4,0,1,0,0,15,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4762,0,0,2,0,0,0,0,49,0,2
BIH,0,0,0,7541,1,1,0,14754,77892,0,0,1365,1,0,12,26,0,0,0,6,0,0,3,0,0,0,1,3,14102,33068,12,1,2,5,2,3,0,0,0,2,37,2467,114870,0,10831,5,1,4,25,0,0,931,0,0,135,0,5266,0,4,184,0,0,3,0,0,0,2,390,0,0,1,0,1,0,303848,0,637,0,0,603,0,0,12,84,17568,0,100,5,0,0,0,0,1,0,0,1,0,138,0,0,0,0,1429,4,0,0,0,2,0,13,4688,1,57,0,0,0,1,0,0,1,0,1,3,0,0,0,1277,7029,0,280,0,0,3,3,2,0,2251,1,0,74,0,0,0,7,397,0,0,2,4,0,0,0,0,0,0,1,214,52403,31733,0,0,1,1,0,0,1,0,0,0,1493,0,0,6,0,51117,0,0,12,1,0,0,0,181,0,0
BLR,0,47,0,0,0,19,0,108,157,0,0,41,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,61,16,0,0,0,0,0,0,0,0,0,0,18,151,5151,0,11,0,0,1,0,0,0,52,0,0,7,0,72,0,0,1,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,33,0,0,131,1,0,0,2691,353,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,5949,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,9,0,0,1,0,0,0,3218,0,0,25,0,0,0,0,52735,0,0,0,0,0,0,0,0,0,0,0,43,13,50,0,0,0,0,0,0,428,0,0,0,14,0,0,0,0,1572,0,0,0,0,0,0,0,22,0,0
BLZ,0,0,0,0,0,4,0,36,11,0,0,1,0,0,1,1,0,1,0,0,0,162,1,0,0,0,0,0,404,7,2,1,0,0,0,2,0,0,1,0,1,1,19,0,2,19,0,2,0,0,0,4,0,0,1,0,5,0,0,597,0,0,1,0,0,0,0,3,0,0,0,0,3,62,0,0,2,0,0,3,0,0,0,4,7,2,0,4,0,0,0,0,1,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,195,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,15,0,0,22,0,2,0,0,3,0,5,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8397,0,0,5,0,0,0,0,15,0,0
BOL,2,2,4,0,0,76430,0,217,146,0,0,3,0,2,396,5,0,0,0,0,0,0,8001,0,0,0,0,3,709,447,4737,0,1,0,2,122,0,0,36,0,6,15,860,0,67,110,0,210,0,0,0,1635,0,0,22,0,364,0,4,12,0,1,11,0,0,0,0,9,0,0,0,0,0,17,1,0,22,0,0,15,0,1,4,21,1001,0,12,1,20,0,0,0,0,0,0,263,0,0,0,0,0,0,2,0,0,0,1,0,0,299,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,106,0,49,0,4,21,0,201,0,7,33,0,33,385,0,0,0,44,0,0,3,1,0,0,0,0,0,0,0,16,4,805,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,13928,2,0,353,0,0,0,1,112,0,0
BRA,4,0,4013,0,0,1,0,507,631,0,0,631,0,0,3442,12,0,1,0,0,0,1070,0,0,0,0,14,30,1830,1484,2186,14121,0,0,83,0,0,49,0,0,17,53,11452,0,320,4,0,57,0,0,0,6137,1,0,56,0,32,0,12,198,0,10,438,0,0,43,0,455,0,0,2,237,0,0,46,0,199,0,0,1230,0,3,10,1736,66,0,30,72135,0,0,0,0,0,0,0,934,0,0,0,0,0,0,444,6,0,0,0,0,0,194,0,0,7,0,0,0,38,13,0,0,0,0,0,0,0,0,1669,258,0,224,0,0,0,0,1474,0,0,1,556,27460,6,0,0,0,0,0,0,0,135,0,0,0,0,0,2,804,137,9,393,1,0,0,1,0,0,1,0,0,0,11,0,0,0,1,36230,0,0,31,167,0,0,0,4257,0,0
BRB,0,0,0,0,0,1,0,49,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,500,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,0,1,0,0,0,0,0,0,3,0,5,0,0,6792,0,0,0,0,0,0,0,1,32,0,0,40,0,0,0,0,2,0,0,9,0,0,0,0,10,72,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,0,33,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,55,0,0,0,0,0,11,0,0
BRN,0,0,0,0,6,1,0,960,4,0,0,3,0,0,140,0,0,0,0,0,0,0,1,0,0,0,0,0,977,20,0,9,0,0,0,1,0,0,0,0,1,0,21,0,3,0,0,0,0,0,0,4,0,0,1,0,16,0,0,86,0,0,0,0,0,0,0,1,0,0,0,0,17,0,0,0,1,0,11390,25,0,0,0,2,6,0,14,37,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,431,0,0,0,0,0,241,6,1,180,2,6,0,0,370,0,0,0,1,1,0,0,0,0,6,0,1,0,0,630,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,304,0,0,0,33,0,0,0,63,0,2
BTN,0,0,0,0,2385,3,0,734,87,0,0,28,0,0,328,9,135,1,0,0,0,0,20,2,2,0,42,1,2315,129,11,33,0,1,0,4,0,0,3,0,9,2,302,0,39,13,3,1,1,0,0,68,0,0,11,2,388,0,1,1271,0,7,1,0,0,0,0,69,0,0,0,0,120,0,1,0,7,0,9977,74,0,1,1,120,494,7,42,147,1,0,0,4,33,0,0,19,4,19,0,0,2,0,1,1,9,0,0,25,45,10,0,0,2,0,0,13,0,0,89,0,1037,0,1,0,0,0,93,35,66775,236,758,3734,13,2,42,0,2,2,2,76,1,0,13,2,89,0,207,54,0,536,0,4,0,0,0,1,0,1,81,0,0,0,0,0,0,0,0,1,0,7,29,12,0,0,7091,0,0,2,21,0,0,0,388,42,0
BWA,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1755,0,0
CAF,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,605,0,1831,0,0,224,0,3780,2576,0,0,2355,21,669,502,52,0,217,0,509,0,83,435,63,0,0,225,73,0,3265,1546,647,8,0,79,56,0,19,74,0,893,1555,63175,0,825,479,66,207,0,0,0,6247,27,192,553,0,2784,0,84,8957,0,102,723,24,0,51,8,19651,47,0,3,50,1613,4,379,123,1467,95,0,2869,0,31,119,6829,1225,129,1383,1716,1,0,0,17,779,0,0,4427,49,423,13,0,0,0,953,57,0,0,7,16,5,1239,0,65,320,0,0,3,24,0,6,11,0,132,0,3,0,0,2047,539,0,1715,0,0,110,1,522,0,146,31,35,22341,84,8,0,0,2318,0,0,1246,20,49,0,7,0,0,1,436,1821,53,3084,5,0,0,4,0,0,113,0,0,2,652,29,14,291,7,1509,0,32,89,33,0,0,311,20451,51,0
CHE,0,910,2228,0,0,0,0,27,297,0,0,0,81,382,1,2,0,0,0,0,0,1,15,0,0,0,25,98,38,0,9,0,336,0,36,0,0,1,0,0,4,16,1744,0,41,1,0,3,0,0,0,1393,0,0,15,0,221,0,82,522,0,5,563,0,8,1,17,81,0,0,0,0,0,0,20,1,108,2,0,77,149,6,0,112,403,0,22,3,0,1,0,0,2,0,0,4,1,3,0,0,0,0,399,1,0,0,0,0,0,3,0,72,1,0,0,2,0,0,0,2,0,89,0,18,42,0,182,34,0,37,0,0,1,0,4,0,0,0,0,655,2,0,0,0,0,0,0,197,0,0,0,2,0,0,1,0,4,9,37,1,0,65,0,0,0,0,0,0,0,37,1,0,0,0,96,0,0,0,1,0,0,122,2413,18,0
CHL,29,0,3,0,0,0,0,2,7,1,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1,0,0,5,0,1,1,0,0,0,0,0,1,29,0,1,0,0,3,0,0,0,2,0,1,0,0,1,0,3,10,0,0,2,0,1,0,2,8,0,0,0,0,0,0,0,0,6,0,0,3,6,0,0,377,3,0,10,0,58,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,3,0,0,1,0,10,0,0,0,0,4,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,6,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,8,7,0,0,0,0,0,0,73,0,0
CHN,290,0,0,0,0,1987,0,42114,3709,0,0,1153,0,0,0,1,0,16,0,0,198,115,2972,0,131,0,673,58,124717,2445,762,0,0,0,209,265,0,21,5,0,244,262,20528,0,1249,826,91,375,0,36,0,0,33,0,786,0,8829,0,79,14875,0,76,193,0,0,0,0,254,0,0,272,192,166180,62,0,104,3460,0,0,3055,0,0,59,296,22994,0,4632,95216,453,0,0,825,23383,0,0,2289,0,575,5,0,40,13,208,143,19305,0,0,729,0,448,0,62,61,0,0,0,66,20,7368,0,0,0,20,0,0,0,9373,1085,6520,13045,0,0,1378,0,13730,0,108,493,4302,935,3,86,0,0,6042,0,0,1747,0,27967,0,76,0,0,0,917,63,92,2338,0,0,0,0,0,0,51,13,0,0,322,0,58,0,0,222772,10,0,2616,1654,0,3,0,5895,76,0
CIV,0,0,3,0,0,0,0,0,0,0,0,0,1224,76909,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,7,0,0,0,0,0,0,2,0,0,1,0,0,0,44,0,0,0,91933,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,29,0,0
CMR,0,0,2,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5385,282,0,0,0,0,0,1289,0,0,0,0,0,1,0,243,0,6,0,0,0,0,0,0,43,0,0,2,0,0,0,5396,0,0,14,0,0,0,0,197,0,0,0,0,0,0,0,0,0,12,0,0,15,0,0,0,0,283,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,6,0,0,0,0,0,0,104,7110,0,6,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2987,23,0,0,0,0,0,68,0,1,0,0,0,0,8327,0,0,0,0,0,0,0,0,0,0,0,0,770,0,0,0,0,0,0,0,294,4,0
