countries,ABW,AFG,AGO,ALB,ARE,ARG,ARM,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GTM,GUF,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNG,MOZ,MRT,MTQ,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRT,PRY,PYF,QAT,REU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,STP,SUR,SVK,SVN,SWE,SWZ,SYR,TCD,TGO,THA,TJK,TKM,TON,TTO,TUN,TUR,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
GRD,102,0,0,0,0,1,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,1777,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,1,0,0,6,0,0,0,0,3,24,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,2,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3158,0,0,0,0,0,0,0,0,0,0
GTM,6,0,0,0,2,155,0,1360,182,0,0,29,1,0,371,3,0,7,0,0,5848,69,219,1,0,0,1,3,11264,440,319,6,0,4,2,199,0,1,784,21,3,6,1002,0,95,352,11,164,0,0,0,1473,0,0,23,0,1199,0,4,108,0,1,8,1,0,0,4,34,0,0,6,1,11,1507,2,10,18,0,0,102,6,1,14,99,1090,162,25,24,0,0,0,0,6,0,0,23,2,59,1,0,0,0,9,1,0,0,0,2,0,8979,0,2,1,0,0,0,1,0,1,0,0,0,8,0,0,253,254,165,0,57,0,2,434,24,170,0,4,451,0,75,34,2,0,7,18,0,0,1,6,2,0,0,0,0,0,5,3,1,687,0,0,0,1,0,0,0,0,4,0,20,1,0,0,0,320883,0,0,330,1,0,0,1,120,1,0
GUF,62,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,1,249,0,0,0,0,0,30,2,1,7,0,0,0,1,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,164,0,0,0,1,0,0,0,45,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,39,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,1445,1,0,1,0,0,0,0,6,0,0,0,0,9,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,7,0,0,0,0,0,0,0
GUY,140,0,0,0,0,0,0,51,4,0,0,0,0,0,0,0,0,92,0,0,0,2,447,199,0,0,0,0,8693,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,2,0,0,0,0,0,0,1,0,3,0,0,5960,0,0,0,18,0,0,0,2,0,0,143,0,0,0,0,0,0,0,0,14,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,8,0,29,0,0,0,0,0,0,0,11,0,6,1,0,0,0,32,0,0,0,0,0,0,0,0,0,0,1980,0,0,20,0,0,0,0,0,0,0,0,610,0,0,0,0,0,0,28431,0,71,1248,0,0,0,0,21,0,0
HKG,0,20,1,0,4,1,0,15280,68,0,0,3,0,0,3429,0,0,0,0,0,0,1,1,0,25,0,0,0,23993,4,20,326,0,0,0,1,0,0,480,0,0,6,212,0,75,0,0,11,0,0,0,23,0,0,1,0,443,0,0,17844,0,0,1,0,0,0,0,10,0,0,0,0,0,0,1,0,2,0,0,535,0,0,2,3,11,0,23,20,0,0,0,84,14,0,0,0,0,0,0,0,0,0,0,0,1554,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4,174,5,4135,0,468,96,0,31,0,1,0,22,59,0,0,0,1,3,0,0,0,0,17555,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,26202,0,0,72,287,0,0,0,660,0,0
HND,0,0,0,0,0,40,0,253,39,0,0,1,0,0,37,1,0,2,0,0,843,15,74,0,0,0,0,0,2646,104,132,2,0,0,0,57,0,0,15198,0,1,2,306,0,37,125,2,61,0,0,0,970,0,0,12,0,143,0,0,2,0,0,0,0,0,0,0,17,0,83,0,0,0,0,0,0,6,0,0,10,2,1,4,18,388,27,31,10,1,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,22,0,7,0,0,407,0,16,0,2,115,0,14,12,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,1,138,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100510,0,0,157,0,0,0,1,22,0,0
HRV,0,0,0,0,0,0,0,0,3405,0,0,112,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,5,221,27294,0,0,0,0,0,0,0,0,112,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539,0,0,154,0,0,0,0,7704,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,31,509,0,66,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,1126,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,117,0,0
HTI,494,0,0,0,0,15,0,24,11,0,0,41,0,0,0,1,0,4501,0,0,0,1,0,0,0,0,0,0,9261,263,13,0,0,0,0,4,0,0,2,0,0,5,142,0,45,33946,0,9,0,0,0,0,0,0,0,0,4279,0,0,0,0,0,0,0,0,0,0,24,0,0,1818,0,0,1,0,0,0,0,0,2,0,0,0,0,95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,174,3,0,2,0,0,83,1,0,0,0,50,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,177,0,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82505,0,0,145,0,0,0,0,0,0,0
HUN,0,53,13,0,0,1,0,13,979,0,0,151,3,0,1,0,0,0,0,332,0,0,1,0,0,0,0,1,4,3600,1,1,5,0,3,0,0,0,0,0,104,218,15326,0,15,0,0,1,0,0,0,29,0,0,120,0,46,0,0,51,0,0,22,0,0,0,0,452,0,0,0,0,0,0,1944,0,0,0,0,15,241,10,4,253,1142,0,17,8,0,0,0,0,3,0,0,39,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,2,0,1675,313,0,4,0,7,0,0,1,0,82,0,0,13,0,0,0,0,1090,0,0,18,0,0,0,0,0,0,0,0,193,10,13,0,0,0,0,0,0,29,0,0,0,35,0,0,245,0,3,0,0,0,0,0,0,186,53,0,0
IDN,36,75,0,0,28090,399,0,38230,865,0,0,552,0,0,28377,11,2555,4,0,0,18,32,1498,3,1704,0,142,15,16376,1479,221,7827,234,0,30,54,0,3,7,0,144,65,9006,0,497,105,802,69,324,5,0,785,3,0,168,2,2672,3,13,3489,0,23,91,1,0,1,0,410,0,1,29,21,40003,9,23,13,435,0,332,549,1,125,34,696,3020,4,7137,14142,38,0,0,306,9216,1,0,3512,9,4712,1,0,8,2,31,17,1502,116,1,146,7,368,0,8,66,0,0,4,20,2,1556,0,303254,0,383,4,30,0,56663,370,664,6079,6650,1947,182,2,4180,2745,42,140,465,225,37,17,3112,0,547,0,40848,408,31,39973,0,13,0,0,0,107,14,18,1130,2,0,36,1,0,0,5,2,5,1,288,13,14,0,1,46967,3,1,330,3194,1,6,70,4356,40,88
IND,0,21945,11,0,98457,27,0,16249,2103,0,0,774,10,1,2443,3,5257,25,0,16,0,7,183,44,19,0,1290,43,69435,1586,182,709,14,79,33,9,5,1,3,0,308,64,11611,0,1156,45,95,21,3,0,0,2276,11,0,338,50,3418,0,60,39420,0,228,43,10,0,1,24,2935,0,0,18,1,934,0,17,2,118,0,0,2533,984,86,35,4032,16229,199,1128,3615,7,0,0,78,1090,2,0,584,119,661,6,1,56,1,32,22,14,0,0,757,1360,140,1,14,62,0,0,435,5,0,2443,40,20964,53,91,5,8,0,2464,608,43087,5498,32791,625975,244,0,716,4,26,17,44,2510,24,13,525,209,103,0,7533,1872,40,15093,5,148,0,0,1,7,14,16,2043,0,0,18,13,0,0,11,9,39,1,107,932,386,11,0,202309,1,0,23,311,1,0,10,12122,1256,0
IRL,0,0,0,0,13,29,0,13457,333,0,0,1425,0,0,460,30,0,7,0,5,0,3,145,25,0,0,154,2,1488,710,68,41,0,0,0,16,0,1,1,0,438,32,7104,0,479,17,0,33,0,0,0,3398,1,0,115,2,2062,0,0,42424,0,40,5,2,0,0,0,262,0,0,0,6,109,0,4,0,384,2,54,0,0,0,6,336,0,3,37,342,0,0,0,4,7,0,0,10,15,0,4,0,0,2,325,12,0,0,1,2,0,51,0,0,153,0,0,0,0,1,0,0,36,0,0,0,0,0,1342,175,0,3287,0,0,7,0,737,50,24,8,3,460,2,0,0,0,8,0,0,0,0,0,0,11,0,0,0,0,4,5,522,0,0,0,0,0,0,0,0,21,0,306,10,0,0,3,0,0,6,16,24,0,0,0,11162,32,311
IRN,0,1557365,0,0,0,0,0,387,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,437,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,373,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,40,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
IRQ,0,94,0,0,0,0,0,8407,664,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,8192,435,3,0,0,0,0,0,0,0,0,0,36,48,27531,0,4899,1,3162,2,4075,0,0,257,0,0,1274,0,147,0,0,5780,0,0,0,0,0,0,0,1916,0,0,0,0,0,0,0,0,0,0,0,197,9266,0,5,13747,608,0,16211,0,0,8,0,0,0,0,0,8776,0,19824,0,4,0,0,1,1,0,0,0,0,0,8,0,0,8,0,0,0,24,0,0,0,40,0,0,0,0,0,13699,2873,0,2000,841,0,3,0,0,0,0,0,0,21,0,0,0,0,0,0,0,1737,0,0,0,0,0,0,0,0,11,16,6136,0,0,5,0,9,0,0,0,0,5,495,0,0,0,0,11512,0,0,0,0,0,0,6838,49,0,0
ISL,0,1,6,0,0,1,0,77,32,0,0,0,0,0,53,27,0,0,0,0,0,0,0,0,0,0,1,0,1,31,0,0,1,0,0,0,0,0,0,0,4,5,457,0,1636,2,0,1,0,0,0,133,0,0,27,0,50,0,0,18,0,0,4,0,0,0,1,5,0,0,0,0,0,0,0,0,42,0,0,20,1,0,0,4,81,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,56,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,113,874,0,22,0,0,0,0,22,0,1,0,0,14,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,4,705,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,1,0,0,0,0,0,0,0,58,0,0
ISR,0,1239,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23481,3657,0,0
ITA,26,211,702,0,88,33,0,4366,9311,0,0,13427,368,1840,755,230,5,6,0,11,0,27,1482,10,0,0,63,610,1251,46013,753,120,6839,275,791,15,10,85,12,0,443,629,134489,0,1146,167,56,100,0,0,28,19909,8,766,430,1,54131,1,1688,11730,0,98,1992,11,1152,181,112,10342,0,0,83,4,95,6,2032,47,2375,12,25,1193,6869,306,35,8636,0,7,242,694,0,0,0,14,47,3,0,3522,53,253,2,0,1,5,3364,56,0,0,9,104,0,566,3,782,478,0,0,87,44,1,50,0,17,4,161,137,174,0,4166,502,0,979,24,0,20,0,550,2,273,189,6,7328,53,24,4,376,19,0,3,5858,243,12,1,82,0,0,8,61,255,496,2135,2,0,56,68,0,0,0,0,13,127,1619,47,2,0,11,2588,0,2,15,83,2,1,30,7568,40,146
JAM,359,0,0,0,0,2,0,142,41,0,0,0,0,0,0,1,0,427,0,0,0,0,22,81,0,0,0,0,15373,114,6,0,0,0,0,0,0,0,0,0,2,1,503,0,37,72,0,4,0,0,0,0,0,0,9,0,74,0,0,9212,0,0,0,0,0,0,0,12,23,0,0,52,0,0,0,0,10,0,0,58,0,0,2,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,255,19,0,40,0,0,0,0,0,0,1,14,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,45,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,87864,0,20,0,0,0,0,0,73,0,0
JOR,0,51,0,0,19,0,0,13,3,1,0,0,6,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,51,4,0,0,18,0,1,0,0,0,0,0,4,0,53,0,4,0,3,0,0,0,0,6,0,0,2,0,4,0,0,25,0,0,4,0,0,0,0,31,0,0,0,0,0,0,1,0,1,1,2,9,7,25,0,11,18,0,0,3,2,5,0,0,1,0,0,388,0,28,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,7,0,6,1,1,3,4,209,0,0,0,0,0,0,0,2,0,0,0,0,37,0,0,1167,0,12,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,5,0,0,0,3,1,0,13,0,79,4,0,0,0,0,0,1685,7,0,0
JPN,0,0,3,0,0,324,0,4372,496,0,0,844,0,0,69,7,0,13,0,0,0,138,12542,0,27,0,0,1,6679,885,199,227,0,0,0,63,0,2,11,0,10,35,9250,0,265,233,0,66,0,0,0,830,0,0,155,0,2840,19,6,5561,0,16,35,0,0,0,0,273,0,0,0,0,840,7,2,56,313,0,84,207,0,0,12,13,1,0,24,0,0,0,0,32,2859,0,0,0,0,0,2,0,0,1,32,3,0,0,0,10,0,390,0,0,5,0,0,0,0,0,0,0,640,0,0,0,0,0,1208,132,0,2825,0,0,73,0,1054,0,26,29,26,166,331,3,0,0,72,0,0,0,0,0,0,2,0,0,0,0,6,9,496,0,0,0,0,0,0,0,7,0,0,318,0,23,0,0,25119,0,0,0,85,0,17,0,517,51,0
KAZ,0,0,0,0,0,782,85,3398,6221,1865,0,1220,0,0,44,238,0,3,0,23768,0,2,113,0,0,0,43,17,1049,2449,87,210,0,0,280,15,0,21,1,0,1026,2941,616104,0,370,21,37,71,3,0,0,7498,46,0,5027,0,1545,0,5,1937,0,12,601,0,0,0,0,14142,0,0,0,0,2,0,365,2,1902,0,951,1558,0,32,91,32019,3068,0,210,980,0,0,0,19,1046,0,0,107,4,232,0,0,0,0,29,5650,0,0,1,12,0,67,7,24,85,0,0,0,11,0,22,0,0,0,0,0,0,0,2174,530,0,938,0,0,12,0,83,0,3044,3,9,2640,13,0,0,0,715950,0,0,0,35,0,0,6,0,0,0,0,849,117,1205,1,0,0,13,0,0,12390,0,0,0,2661,8,0,54553,0,11467,11432,0,24,21,0,1,0,5604,8,0
KEN,0,0,4,0,0,1,0,2009,250,0,0,0,0,0,269,1,0,0,0,0,0,3,0,0,0,0,155,0,4932,591,8,0,0,0,0,2,43,0,1,0,15,11,2249,0,329,23,0,3,0,0,0,179,0,272,78,0,260,0,0,27047,0,6,0,0,0,0,0,95,0,0,0,0,0,0,0,0,28,0,0,247,0,0,8,26,477,0,2,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,11,0,0,0,0,0,63,0,0,0,0,642,270,0,363,0,0,1,0,115,0,12,0,0,72,0,0,0,0,56,0,0,8571,0,0,0,28,0,0,0,0,2,7,406,0,0,0,0,0,0,0,0,0,0,48,6548,0,0,0,14004,0,0,2,0,0,0,6,6283,164,0
KGZ,0,46,0,0,0,249,1,1082,1014,302,0,192,0,0,17,29,0,1,0,4033,0,1,35,0,0,0,2,1,260,287,27,60,0,0,78,5,0,6,0,0,248,698,79619,0,123,7,3,18,1,0,0,661,3,0,1527,0,508,0,0,904,0,4,109,0,0,0,0,914,0,0,0,0,14,0,17,0,457,0,4,617,5,11,30,10090,1005,0,48,295,1440,0,0,5,171,0,0,22,0,17,0,0,0,0,10,925,2,0,8,4,0,25,3,8,19,0,0,0,3,0,3,0,2,0,0,0,0,0,707,166,2,223,0,0,4,0,10,0,823,1,3,529,4,0,0,0,142711,0,0,1,2,4,0,2,0,0,0,0,243,35,284,0,0,0,1,0,0,4424,0,0,0,918,0,0,9404,0,3834,2179,0,9,1,0,0,0,517,0,0
KHM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOR,0,0,0,0,0,3502,0,18742,5,120,0,16,0,0,731,7,0,1,0,0,0,206,0,0,40,0,0,0,41179,893,608,39554,0,0,0,87,0,0,73,2,2,25,13598,0,3987,296,45,174,0,0,0,1186,0,0,67,0,9276,0,73,7359,0,0,281,0,0,0,0,6,0,377,0,0,1398,21,0,0,460,0,0,124,0,0,13,1,2164,0,69,198166,2985,0,0,54,0,0,0,0,0,210,0,0,0,9,23,10,0,0,0,0,0,178,0,0,3,0,0,0,54,0,0,0,848,0,0,0,0,9,2569,2793,0,10100,0,0,87,73,791,115,20,38,2135,47,1429,0,0,0,806,0,0,0,0,0,0,10,0,0,0,0,0,4,4799,0,0,0,0,0,0,229,0,0,0,254,0,53,0,0,327767,756,0,110,47,0,0,0,929,0,0
KWT,12,5489,0,0,68186,10,0,6840,1220,3,0,341,4,3,483,42,7761,5,0,1,0,4,91,13,21,0,311,118,26989,1624,67,188,36,46,10,18,0,1,1,0,846,64,11448,0,1620,14,1199,16,549,0,0,1350,3,344,212,10,3064,0,20,13217,0,83,20,3,0,0,0,2247,0,0,0,1,152,1,5,0,217,0,14113,1161,220,3096,15,3658,8847,39,11047,984,129,254,0,11,388,0,0,7245,33,6862,2,0,14,3,13,10,2,1,2,134,156,99,58,2,53,0,0,103,42,1,406,0,2554,0,3,14,52,1,3209,561,1783,1845,9766,76966,59,2,425,7,129,34,11,647,7,1,3171,0,125,0,81571,50669,4,2807,1,48,1,0,0,14,38,15,1874,1,4,148,1,0,0,5,1,12,4,524,215,105,0,1,61422,14,1,128,54,0,0,66581,5577,283,122
LAO,0,0,0,0,0,51,0,1377,25,0,0,5,0,0,3519,0,0,0,0,2,0,0,5,0,0,0,1,0,1635,113,2,11,0,0,0,1,0,0,0,0,1,47,527,0,38,4,0,1,0,0,0,3,0,0,14,0,4806,0,0,131,0,0,0,0,0,0,0,1,0,0,59,0,440,0,0,0,24,0,4,12,0,0,1,1,63,0,10,151,1,0,0,795,100,0,0,4,0,1,0,0,0,0,0,0,53,0,0,2,0,1,0,0,0,0,0,0,0,0,17,0,321,0,54,0,0,0,25,43,17,131,0,9,2,0,34,0,6,1,3,2,0,0,0,0,14,0,0,3,0,115,3,0,0,0,0,1,5,0,74,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17390,0,0,4,364,0,0,6,16,0,0
LBN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643,0,0,0
LBR,0,0,0,0,0,0,0,14,19,0,0,0,145,1051,173,0,0,0,0,0,0,0,0,0,0,0,0,2,199,16,0,0,23100,1,10,0,0,0,0,0,0,1,387,0,18,0,0,1,0,0,0,266,0,0,13,0,0,0,29,1,0,493,273242,0,3,0,0,1,0,0,0,0,0,0,0,0,9,0,0,37,0,0,0,0,91,0,1,1,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,1,0,0,0,0,0,0,0,0,0,0,18,2219,0,334,0,0,9,0,0,1,0,72,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,39,0,0,0,0,1,0,35,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7623,0,0,0,0,0,0,0,159,0,0
LBY,7,575,8,0,16,15,0,365,816,0,0,412,75,424,10368,34,1,1,0,173,0,4,216,1,0,0,11,140,970,1058,47,19,4067,84,105,4,3,5,2,0,103,127,19496,0,144,14,465,15,0,0,2,2408,2,33,134,0,1222,0,148,2758,0,18,189,2,41,8,33,1660,0,0,19,1,16,2,74,4,188,0,3,324,89,115,6,5397,242,2,9169,83,1,193,0,3,14,1,0,2761,10,0,0,0,0,1,81,15,0,0,2,26,0,136,2,79,252,0,0,1,56,0,6,0,3,0,33,128,136,0,396,72,0,132,4,0,8,0,63,0,50,55,1,911,7,5,1,93,799,0,2,42614,64,4,0,5,0,0,1,16,53,23,218,0,2,902,21,0,0,35,0,2,101,599,10,1,133,0,400,0,0,8,1476,0,0,8340,1209,6,11
LCA,3,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,16,0,0,0,0,0,588,0,0,0,0,880,17,29,0,1,0,0,1,0,0,0,0,0,1,2,0,0,60,0,2,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,38,0,8,32,0,0,0,0,0,0,0,3,0,0,0,0,5,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,15,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,107,0,1,0,0,0,0,3174,0,36,0,0,0,0,0,3,0,0
LKA,0,0,0,0,12281,4,0,18910,420,0,0,71,1,0,619,2,491,3,0,0,0,1,24,5,246,0,563,3,41418,7362,24,771,0,4,2,2,0,0,0,0,1600,12,20352,0,2609,4,9,4,0,0,0,196,1,0,156,7,9249,0,4,21438,0,36,2,1,0,0,2,484,0,0,1,0,186,0,1,0,20,0,23312,308,0,4,28,357,15152,21,5148,2524,0,0,0,42,1173,0,0,2751,14,57,1,0,8,0,7,2,0,0,0,123,596,20,0,1,10,0,0,59,0,0,449,0,4465,0,7,0,1,0,3513,2269,1837,3286,2667,6901,29,0,123,60,8,2,42,235,3,1,46,22,106,0,6559,197,3,2157,1,15,0,0,0,0,2,3,1999,8,0,1,1,0,0,0,1,4,0,22,134,50,0,0,26244,0,0,3,117,0,0,0,2011,179,1
LSO,0,0,4,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,496,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,14,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,418,0,0,0,0,0,4,0,0,0,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,56339,0,0
LTU,0,30,0,0,0,40,0,195,403,8,0,72,0,1,1,23,0,0,0,4733,0,0,4,0,0,0,0,1,169,177,3,3,2,0,5,1,0,1,0,0,39,365,21871,0,490,3,1,3,0,0,0,164,1,0,611,0,452,0,1,11754,0,0,10,0,0,0,1,234,0,0,0,0,0,0,2,0,302,0,0,6508,11,1,17,3568,527,0,9,16,11,0,0,0,6,0,0,26,0,7,0,0,0,0,8,7470,0,0,60,0,0,5,0,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,276,183,0,37,0,3,5,0,0,0,7699,0,0,173,1,0,0,1,22665,0,0,1,0,0,0,0,0,0,0,0,143,14,270,0,0,0,0,0,0,1414,0,0,0,112,0,0,5496,0,809,110,0,10,0,0,0,1,127,0,0
