countries,ABW,AFG,AGO,ALB,ARE,ARG,ARM,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GTM,GUF,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNG,MOZ,MRT,MTQ,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRT,PRY,PYF,QAT,REU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,STP,SUR,SVK,SVN,SWE,SWZ,SYR,TCD,TGO,THA,TJK,TKM,TON,TTO,TUN,TUR,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
COG,0,0,159,0,0,0,0,149,7,0,593,13,10,0,0,1,0,0,0,0,0,0,13,0,0,0,0,169,54,1,0,0,0,0,0,0,0,0,0,0,0,7,1802,0,98,0,0,5,2,0,0,181,0,0,17,0,927,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,22,0,6,0,0,0,0,0,0,20,0,0,0,0,0,0,0,74,48,0,0,0,0,0,0,0,0,0,0,2,1,87,6,0,0,0,0,0,0,0,0,0,0,1899,159,0,0,0,0,0,0,0,0,0,0,2193,0,0
COL,0,0,0,0,2,0,0,1225,7,0,1,100,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,911,506,1429,0,0,0,0,0,0,0,1115,0,6,56,500,0,81,0,1,43120,0,0,0,49130,0,0,90,0,851,0,0,34,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,16,0,0,0,0,0,17,330,3248,0,1,0,2,0,0,0,0,0,0,0,2,1,0,0,0,3,0,2,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,196,0,20,0,0,266,0,0,0,23,0,0,29,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8,4,352,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,28,0,0,48989,0,0,0,0,0,0,0
COM,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,267,0,127,0,0,0,0,0,1,0,8100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,4,0,0
CPV,0,0,3135,0,0,0,0,1,7,0,0,11,0,0,0,3,0,0,0,0,0,1,534,0,0,0,1,0,11,456,0,0,0,0,33,2,0,0,0,0,0,10,6,0,5,0,0,1,0,0,0,975,0,0,5,0,3035,0,1,43,0,0,0,0,0,0,13,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,761,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,208,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,286,111,0,2,0,0,0,0,43,0,1,0,0,10426,0,0,0,0,15,0,0,0,0,0,0,1,0,0,4,2,0,1,62,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1427,0,0,1,0,0,0,0,75,0,0
CRI,0,0,0,0,1,2,0,101,68,0,1,9,0,0,0,6,0,0,0,2,0,71,106,0,0,0,0,0,1330,334,71,0,0,0,1,447,0,0,0,3,3,45,227,0,60,313,1,757,0,0,0,1601,1,0,31,0,298,0,0,55,0,0,0,0,0,0,0,10,0,250,0,0,0,90,0,101,26,0,0,6,0,0,3,43,1006,30,1,0,68,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,1,0,211,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1194,199,106,0,12,0,0,912,0,5,0,37,0,0,10,13,0,0,1,34,1,0,0,0,0,0,0,73,0,0,0,6,2,167,0,1,0,0,0,0,0,0,0,0,61,0,0,26,0,7585,1,0,162,0,0,0,0,9,0,0
CUB,0,0,10,0,0,0,0,157,207,3,2,311,0,0,0,157,0,76,0,11,0,126,406,0,0,0,0,0,3255,1153,240,1,0,0,166,609,0,1,317,0,13,287,3410,0,191,751,1,2054,1,0,1,33970,4,0,174,0,1726,0,0,45,0,0,0,0,0,0,3,242,0,109,0,0,0,36,0,308,267,0,0,21,0,0,19,5,12314,387,1,1,289,0,0,0,0,0,0,0,0,0,7,0,0,7,6,19,0,0,0,2,0,2359,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,370,385,0,14,0,0,201,0,2,0,131,0,0,780,48,0,0,0,774,0,0,0,0,0,0,0,22,0,0,0,63,28,814,0,1,0,0,1,0,0,0,0,0,31,1,7,134,0,118560,0,0,1661,0,0,0,0,122,0,0
CYP,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
CZE,0,0,0,1,0,0,0,0,292,0,0,852,0,0,0,49,0,0,0,0,0,0,16,0,0,0,0,0,0,613,0,0,0,0,0,0,0,0,0,0,6,0,6531,0,223,0,0,4,0,0,0,1702,0,0,31,0,2,0,0,63,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2659,0,0,79,0,0,49,0,1223,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2,164,16,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730,535,0,1,0,0,1,0,0,0,72,0,0,16,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,4857,112,253,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
DEU,0,0,29,7260,1,0,0,83,40538,5,2137,12107,0,0,0,2262,0,0,0,297,0,23,53,0,62,0,18,4,103,42940,1,10,0,0,31,21,0,7,0,0,1837,22157,0,0,2077,3,251,148,74,0,0,42704,129,0,890,0,16216,0,0,6385,0,0,0,0,0,0,3,34666,0,1,0,0,3,0,7564,1,10062,4,0,1188,2,0,97,884,82978,0,0,1,3502,27,2,0,1,0,0,0,962,2,1,0,0,325,3684,130,0,0,183,5,0,1,2576,0,85,0,6,0,1,0,3,0,3,0,0,0,0,0,2375,4337,0,50,0,0,4,0,45,0,5780,0,1,908,7,0,0,0,6636,199,0,0,0,0,0,0,0,0,0,0,2400,6769,5507,0,0,0,0,0,0,2,0,0,2,32834,40,754,3776,0,68,12,0,26,1,0,0,0,238,0,0
DJI,0,0,0,0,0,0,0,40,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,130,40,0,0,0,0,0,0,0,0,0,0,2,4,0,0,8,0,160,0,168,0,0,0,0,0,3,0,2752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
DNK,0,0,0,41,1,0,0,33,264,1,0,205,0,0,0,22,16,0,0,21,0,2,0,0,0,0,17,0,1,482,0,0,0,0,0,3,0,0,0,0,20,140,1981,0,0,0,30,17,17,0,0,1123,6,0,150,0,67,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,39,0,118,0,0,134,0,0,292,382,345,0,0,0,34,0,0,0,0,0,0,0,18,0,0,0,0,100,257,98,0,0,0,0,0,0,15,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1816,0,8,0,0,4,0,0,0,291,0,0,10,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,49,38,5450,0,0,0,0,0,0,0,0,0,0,513,0,15,0,0,0,8,0,1,0,0,0,0,172,0,0
DOM,969,0,1,0,1,1,0,79,719,0,4,190,0,0,0,17,6,59,0,2,0,18,110,1,0,0,1,1,1687,3183,28,0,0,0,2,250,0,0,55,0,7,52,2577,0,55,0,3,457,1,0,0,56301,1,0,73,0,2663,0,0,88,0,0,0,0,0,0,1,384,0,18,0,4,0,7,1,587,36,0,0,10,0,0,16,68,14751,0,0,0,36,0,0,0,0,0,0,0,2,0,13,0,0,2,12,3,0,0,1,1,0,391,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,1645,281,0,6,0,0,60,0,1,0,50,0,0,32,4,0,0,1,47,1,0,0,0,0,0,0,12,0,0,0,16,76,270,0,1,0,0,1,0,0,0,0,0,104,1,1,17,0,95233,0,0,1999,19,0,0,0,19,0,0
DZA,0,0,0,0,0,0,0,0,23,0,0,535,0,0,0,135,0,0,0,0,0,0,54,0,0,0,0,0,1761,393,0,0,0,0,0,2,0,0,0,0,4,320,0,0,0,0,0,16,0,0,45021,11049,0,0,115,0,140523,0,0,2152,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,10443,1505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,0,0,0,39,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,9,263,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECU,0,0,0,0,0,0,0,84,60,0,0,0,0,0,0,6,0,3,0,0,0,70,44,0,0,0,0,0,716,1186,2727,0,0,0,0,2276,0,0,0,0,2,46,609,0,80,0,0,0,1,0,0,197468,0,0,61,0,1103,0,0,0,0,0,0,0,0,0,0,46,0,5,0,0,0,0,0,0,30,0,0,0,0,0,8,0,44220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,119,0,9,0,0,0,0,0,0,20,0,0,98,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,15,3,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,1698,0,0,0,0,0,0,0
EGY,0,0,0,182,169580,0,0,5778,3565,1,14,436,0,0,0,77,23249,0,0,1,0,15,43,0,0,0,0,21,8647,1478,9,0,0,0,0,36,0,0,1,0,1672,418,3554,0,395,1,3,55,0,0,0,1308,0,0,374,0,7291,0,0,8,0,8,0,0,0,0,0,3999,0,6,0,0,0,0,0,0,334,0,0,119,0,0,12,6726,34859,0,37638,307,34,0,0,0,0,0,0,51,10,1111,0,0,0,17,5,29,0,0,0,17,0,40,615,0,108,0,0,0,116,0,0,0,0,0,0,0,800,0,2474,305,0,280,0,0,7,0,0,0,302,0,0,198,0,0,45934,0,246,1,0,0,0,0,0,0,0,0,0,0,79,38,1434,0,299,0,0,0,0,0,0,0,0,324,0,5,18,0,26385,1,0,1,0,0,0,0,811,2,0
ERI,0,0,218,0,1,0,0,23,1,0,1512,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,6,1,0,0,0,20,0,0,0,0,0,2,1,2,1,2,0,3,0,3,0,0,2,0,0,3,0,17,0,0,51,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,8,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,142,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,45,126,0,0,13,0,0,0,0,0,0,22,44,3,0
ESH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESP,0,0,4,0,0,0,0,10,0,0,275,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,108,0,5,0,8,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,143,0,24,0,0,3,0,0,0,0,0,6,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,1,0,19,0,38,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,1,0,0
EST,0,0,0,0,0,0,0,0,1,4,0,27,0,0,0,3,0,0,0,21,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,9,5,0,47,0,0,0,0,0,0,41,0,0,6171,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,19,0,0,5,0,43,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,38,20,64,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,169,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0,3956,0,0,3526,347,0,35,175,0,0,0,26,549,0,0,0,0,2,5,0,0,0,0,0,6672,1852,1,0,0,0,2,3,0,0,0,2,26,69,71,1479,711,0,1244,3,1310,0,0,1277,0,0,1098,0,3038,0,0,6728,0,7,0,0,0,0,0,969,0,0,0,0,0,0,0,0,73,0,0,54,0,0,28,34603,13927,0,1,0,0,9335,0,0,0,60,0,0,0,695,2,0,0,1,2,0,0,3,0,0,0,1,0,0,12,0,0,0,0,0,0,0,18,0,0,0,0,3,1912,3058,0,329,0,0,0,1,0,0,20,0,0,12,0,0,1077,0,90,8,335,2,0,0,0,0,0,863,0,0,13,4,5664,13,105,0,0,4,0,0,0,0,0,26,13,1545,0,0,57079,0,0,8,0,0,0,8511,3664,0,0
FIN,0,0,0,1,0,0,0,0,1,0,0,43,0,0,0,48,0,0,0,133,0,0,0,0,0,0,0,0,0,28,0,2,0,0,2,0,0,1,0,0,7,203,0,0,4,0,3,2,0,0,0,132,381,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,207,0,0,0,1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,94,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,114,0,0,0,0,0,0,0,0,0,0,7,0,0,1272,0,0,0,0,0,0,0,0,0,2,0,0
FJI,0,0,0,0,0,0,0,12334,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4012,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,2,0,22,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,14,0,10807,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,4609,0,0,0,0,75,0,0,4,0,0
FRA,1,0,252,20,3245,26,0,9217,2769,3,2498,54725,143,0,0,1004,456,0,0,16,2,118,58,72,6,4,135,806,7383,44794,296,146,0,238,1883,358,29,65,4,0,1129,6069,35827,0,3023,47,589,1077,316,7,87,52317,16,0,1443,11,0,0,0,57686,0,35,0,3,0,0,1434,1088,0,26,0,10,51,1,107,40,2458,74,0,6819,0,0,353,14362,148544,61,50,643,80,27,0,0,74,217,0,14,291,6,19,0,0,401,21594,360,0,0,3,1387,0,8,2,0,188,0,24,0,288,0,254,0,1,0,4012,0,9,0,5734,3045,0,2814,0,0,109,0,304,0,11064,0,9,4536,29,0,946,1682,1509,294,4,0,0,12,38,0,5,0,6,174,2280,272,3723,0,82,0,36,3215,0,0,0,14,413,4735,61,842,7,0,547,6,9,433,23,108,0,0,8011,0,0
FSM,0,0,0,0,14,0,0,80,2,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,6,0,0,0,56,3,1,10,0,0,0,2,0,0,0,0,1,1,7,0,1,0,0,5,0,0,0,6,0,0,1,0,7,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,1,0,1,0,0,0,9,10,0,0,16,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,14,0,0,0,0,8,0,2,0,1,0,0,0,4,0,1,0,8,0,0,7,0,0,0,0,0,0,3,0,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,7405,0,0,0,5,0,0,0,2,0,0
GAB,0,0,121,0,15,0,0,93,15,1,1330,597,9,0,0,10,2,0,0,0,0,5,42,0,0,0,0,233,520,153,2,0,0,15,1862,1,0,0,0,0,1,6,806,0,37,0,1,5,5,0,0,745,0,0,17,0,13041,0,0,6,0,0,0,0,0,0,14575,9,0,0,0,0,0,0,0,0,8,0,0,5,0,0,2,64,286,0,1,2,42,12,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,14,0,1,0,356,0,0,0,0,90,0,2,0,0,0,22,0,0,0,51,16,0,8,0,0,0,0,1,0,26,0,0,473,0,0,4,16,54,110,0,0,0,0,0,0,0,0,1,1,2,2,47,2,0,0,1,0,0,0,0,0,1,16,441,382,0,0,159,2,0,1,0,1,0,0,735,0,0
GBR,0,0,16,1,5637,0,0,68854,2512,0,5650,6122,0,0,0,1683,971,1,0,104,26,186,410,836,66,1,1466,13,45380,12705,3309,1554,0,0,0,317,0,13,13,0,9422,6315,19598,0,3893,43,617,1250,491,0,0,136846,14,0,2130,133,3913,0,0,0,0,237,0,30,0,0,0,37,0,26,0,118,551,3,44,0,2608,835,0,57964,0,0,428,12438,26706,710,19,497,4,15,0,0,868,0,0,3,0,2,206,0,0,2408,2215,1280,0,0,29,30,0,86,1,0,2498,0,9,0,1,3,176,0,0,0,0,0,1,1,5002,4353,0,29021,0,0,499,0,29,0,30286,0,107,5732,31,2,1830,0,1284,6997,0,0,0,0,0,0,3,0,0,0,3800,307,6791,2,18,0,0,514,2,0,0,159,0,7921,3577,1202,3,0,2196,42,110,173,158,15,0,0,68705,0,0
GEO,0,0,0,4,0,0,0,71,635,1908,0,450,0,0,0,536,0,0,0,2326,0,1,34,0,0,0,0,0,543,366,1,15,0,0,16,3,0,6,0,0,3867,2061,4076,0,131,1,17,11,3,0,0,6262,422,0,52,0,3472,0,0,215,0,0,0,0,0,0,0,12299,0,0,0,0,0,0,0,0,190,0,0,47,39,0,20,35,6588,0,0,0,10592,0,292,0,1,0,0,0,0,0,0,0,0,289,7,374,0,0,1195,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,220,353,0,20,0,0,20,0,1,0,206,0,2,717,0,0,0,0,58209,0,0,0,0,0,0,0,0,0,0,0,81,20,614,0,0,0,0,0,0,534,0,0,0,2302,0,1,23624,0,778,3262,0,1,0,0,0,0,22,0,0
GHA,0,0,1,0,0,0,0,1399,640,0,5,1378,2563,0,0,5,0,0,0,0,0,1,30,0,0,0,0,0,4940,815,1,0,0,0,3,3,0,0,0,0,27,90,6602,0,618,0,59,25,64,0,0,7095,0,0,476,0,1572,0,704,25838,0,0,0,0,0,0,0,486,0,0,0,0,0,0,0,0,53,0,0,144,0,0,21,6,13541,0,1,308,3,0,0,0,0,0,0,0,4546,63,7,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,114,0,0,0,0,0,0,38,18008,0,2997,554,0,124,0,0,3,1,11,0,14,0,0,85,0,0,0,0,139,0,0,0,24,0,0,1,0,0,2,0,7,7,781,0,0,0,8243,0,0,0,0,0,0,64,0,1,2,0,41874,0,0,7,0,0,0,0,2490,11,0
GIN,0,0,88,0,23,1,0,2671,196,0,2,1135,81,6,0,13,3,0,0,3,0,5,61,0,1,0,1,42,2574,508,2,8,0,5,214,9,0,299,0,1,5,83,1566,0,176,7,11,30,49,0,360,5163,1,0,101,0,11613,0,539,10591,0,188,0,0,3029,1043,19,63,0,0,0,0,1,0,1,0,45,1,0,106,0,0,13,87,2163,0,1,11,85,0,0,0,7,1,0,0,164677,48,0,0,0,2,17,2,0,0,1,12,0,24,0,10,4,0,0,0,2020,0,2,0,0,0,28,20,1110,1,3261,420,0,18,0,0,3,0,3,0,68,0,0,2318,2,0,6,14,61,2,0,0,4275,3,0,65021,0,0,1,2,9,10,570,8,0,0,54,0,0,0,0,0,1,84,1,1,47,0,13927,0,0,10,0,1,0,0,240,0,0
GLP,2,0,0,0,123,5,0,370,19,0,7,138,10,0,0,5,16,1,0,0,0,21,0,0,0,0,0,47,687,139,1,0,0,15,130,86,2,1,0,3,6,11,134,0,18,25,7,223,8,0,3,437,0,0,15,0,33,0,0,64,0,1,0,0,0,0,86,25,0,5,17,0,0,0,1,10,19,0,0,31,0,0,5,468,747,0,0,41,0,0,0,0,0,9,0,0,0,0,21,0,0,3,35,3,0,0,0,97,0,1,0,0,1,0,1,0,21,800,17,0,0,0,454,0,0,0,15,22,0,45,0,0,27,0,13,0,95,0,0,40,5,0,32,119,27,5,0,0,0,0,4,0,1,0,0,95,15,2,34,0,0,0,2,0,0,0,0,0,8,122,0,3,0,0,900,0,0,39,0,12,0,0,114,0,0
GMB,0,0,0,0,0,0,0,75,178,0,0,0,0,0,0,6,0,0,0,0,0,0,17,0,0,0,0,1,207,325,1,0,0,0,0,0,0,103,0,0,0,7,717,0,198,0,0,26,6,0,15,8507,0,0,233,0,515,0,0,7834,0,8,0,0,0,140,0,18,0,0,0,0,0,0,0,0,6,0,0,16,0,0,3,0,324,0,0,0,0,0,0,0,0,0,0,0,605,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,0,0,0,0,0,0,0,496,0,221,370,0,12,0,0,0,0,0,0,5,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1566,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1502,0,0,0,0,0,0,0,0,0,0
GNB,0,0,8,0,0,0,0,2,11,0,0,2,0,0,0,2,0,0,0,0,0,0,423,0,0,0,0,14,20,65,0,0,0,0,1,2,0,2037,0,0,0,8,1,0,10,0,0,5,24,0,335,2176,0,0,2,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,135,0,0,0,0,0,0,0,0,0,0,0,380,15,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,556,0,0,0,0,0,0,0,214,0,33,6,0,0,0,0,1,0,0,0,0,0,0,6022,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,14,0,0
GNQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRC,0,0,6,2,186,0,0,439,309,4,27,317,2,0,0,339,30,0,0,30,2,13,36,4,2,0,13,16,212,778,12,157,0,3,30,24,0,2,3,0,470,388,1728,0,203,4,55,81,93,0,1,1341,9,0,134,1,708,0,1,2343,0,4,0,1,0,0,21,0,0,4,0,2,6,1,40,2,362,19,0,109,4,1,25,2659,7058,5,3,89,581,0,2,0,196,5,0,1,8,33,1,0,0,36,61,28,0,0,11,21,0,405,8,0,85,0,5,0,4,0,5,0,0,0,46,0,0,0,248,251,0,122,0,0,11,0,24,0,633,0,8,120,4,0,57,23,750,7,0,0,0,86,0,0,1,0,0,2,160,50,338,1,6,3,1,4,0,2,0,2,6,2972,12,19,441,5,124,12,1,12,5,1,0,0,300,0,0
