countries,ABW,AFG,AGO,ALB,ARE,ARG,ARM,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GTM,GUF,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNG,MOZ,MRT,MTQ,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRT,PRY,PYF,QAT,REU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,STP,SUR,SVK,SVN,SWE,SWZ,SYR,TCD,TGO,THA,TJK,TKM,TON,TTO,TUN,TUR,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
SOM,12721.27,4380.182,3760.601,5067.311,2680.361,11411.45,4246.931,11601.35,5841.637,4290.901,1882.247,6649.44,4777.344,5307.266,5410.629,5026.145,2748.469,13164.03,5360.335,5994.251,14566.26,12588.52,10309.24,11584.41,7737.782,5508.408,3645.368,2981.93,12554.26,6194.745,12538.0,8265.165,5493.816,3765.784,3421.492,13366.56,1542.121,7685.123,14271.7,13722.92,3889.336,6093.337,6560.357,1092.102,6653.897,12580.51,5813.783,13782.79,3455.451,1641.642,6821.912,6518.385,6629.955,1063.184,6697.251,14609.91,6623.439,12514.9,4002.507,6942.233,4417.045,5077.803,6804.627,11776.41,6936.122,6813.749,4066.959,4570.427,11824.51,14829.36,10848.72,11482.29,7751.05,14506.35,5649.848,12843.56,5658.885,6883.278,4491.369,7398.606,3795.68,3484.976,8733.073,3523.648,5515.176,13318.6,3473.019,10282.29,5552.414,1017.097,5395.704,6655.609,9142.217,3051.397,6494.441,3688.263,6244.49,4795.791,11721.21,3866.8,3974.499,6135.85,6462.558,6396.603,7690.713,6473.818,5253.729,2338.024,3133.515,15480.17,5046.97,5992.377,4927.386,5794.885,7764.912,3405.839,6919.451,11724.93,2804.291,2188.637,6265.865,4110.855,13290.99,4929.48,4672.96,14462.07,6732.094,7089.936,5119.858,13203.84,2796.364,4555.241,13796.52,13586.86,8411.052,11345.66,6028.466,12201.65,9047.691,6859.926,11423.07,17660.13,2667.78,2777.063,6018.133,1757.051,2521.816,2059.23,7033.549,6508.499,12754.24,6531.794,14720.07,300.3498,4303.664,11164.34,5801.337,5745.619,6798.052,3507.702,3626.512,3533.475,4904.516,6202.135,4722.737,4213.192,15148.81,11816.29,5288.154,4642.743,1195.51,1433.108,5564.234,11196.48,12283.0,4979.208,11757.64,12406.32,6883.252,13567.88,13996.97,1492.738,4893.396,2707.408,2710.673
STP,8580.347,7512.917,1239.145,4764.449,5800.834,7785.758,5864.971,14762.63,5424.645,6242.133,2545.129,5639.891,832.8973,1637.233,9361.008,5008.653,5522.476,9407.869,4997.268,6270.079,10596.72,8411.826,6334.176,7449.935,12038.32,9319.378,3462.698,1402.634,9687.314,5203.705,8861.384,11671.2,1321.793,670.811,1067.903,9103.617,4249.84,3705.165,10098.93,9919.473,4771.434,5602.103,5706.03,4221.055,6196.234,8586.153,4095.216,9484.645,4217.177,3916.14,3679.008,4599.011,6774.732,3692.763,6854.265,17841.09,5432.882,16775.42,301.1958,5746.228,5994.871,976.6416,2692.59,7709.154,2969.103,2791.389,458.0368,4554.061,7669.006,10790.07,6584.168,7239.396,11799.66,10437.89,5155.663,8855.047,5398.453,11129.58,8109.307,6034.222,6076.513,5396.282,7492.204,4612.685,4675.544,9323.763,4681.607,13748.82,8414.031,3355.776,8219.316,10906.35,12626.85,5447.28,10636.26,4801.432,2058.253,3682.629,7606.851,8152.799,3957.157,6297.515,5498.446,6504.372,11739.28,4022.791,5634.751,4933.489,7434.718,11674.09,4882.029,2134.811,4054.909,9951.893,10755.47,4023.832,3185.258,7623.882,5974.603,3376.767,10569.51,2772.526,16738.88,1569.432,783.6831,10340.54,5806.731,6655.581,8884.646,14987.18,6176.055,7839.112,9597.512,9343.331,12617.13,15527.33,5944.777,8201.271,12470.69,4583.852,7465.239,16798.79,5562.57,5794.094,6785.057,2609.21,5097.386,3311.486,3106.957,10810.15,16894.6,2402.248,10647.84,4303.664,11.6781,6910.214,5433.003,5161.473,6655.558,3946.683,4826.606,1614.76,892.3887,10420.66,7618.503,6742.35,17692.52,7633.584,4093.188,5067.491,3702.014,2878.945,6025.999,7587.964,9221.021,7740.976,7625.432,8224.743,10958.96,17226.86,17795.3,4456.178,3992.303,2941.646,3335.354
SUR,1793.713,12679.81,7771.882,8338.317,11708.35,4524.356,10415.96,15895.18,8171.026,10857.64,9453.017,7411.251,6387.593,5921.503,15055.92,8637.141,11293.8,3181.774,8256.805,9013.136,3863.778,2867.824,3402.776,937.731,18411.83,14743.55,9402.565,8182.595,4823.153,7486.359,4674.126,14866.92,5671.609,7402.062,7911.796,2202.319,11071.81,3611.765,3209.965,3489.664,9512.906,8072.979,7608.084,10793.75,8099.013,2114.361,6821.068,2672.819,9352.519,10283.82,5037.753,6397.689,8888.523,10358.83,8910.256,14058.09,7196.987,16052.25,7206.553,7149.931,10409.74,6086.804,4375.095,1332.316,4311.347,4399.608,7102.298,8648.479,993.1188,3979.619,337.7052,339.601,16695.75,3620.42,8095.465,2331.453,8356.769,18039.47,13657.92,6883.448,11120.46,10549.32,7007.186,9670.544,7744.406,2702.506,9781.541,15152.81,12756.48,10260.29,12621.68,17100.82,15201.61,10967.09,16434.38,9721.004,4919.859,7641.183,1104.274,14848.23,9634.635,8876.898,7485.436,8823.267,16672.59,5875.727,9089.74,11565.98,14223.96,4985.829,8481.485,5237.803,7814.028,16001.66,13798.02,10085.05,4475.431,1163.819,12613.98,10072.18,17281.22,8474.326,15200.47,6332.395,6492.208,3482.219,7506.908,8131.383,14384.46,13571.34,12146.89,13045.13,2699.537,3135.013,17715.82,17536.41,8564.843,1832.312,15039.13,5897.208,3473.258,10671.49,11404.93,12399.36,9660.659,9518.924,10947.08,9603.744,4244.847,17576.81,16134.15,4639.482,3817.267,11164.34,6910.214,152.236,8228.607,7988.945,8513.529,9945.782,9800.21,7732.136,6259.975,16577.5,12445.19,11637.43,13361.48,871.8639,7447.676,9100.912,10593.26,9771.406,9211.708,4540.208,4309.072,12335.0,1048.445,1391.218,16398.55,15124.47,14815.29,10852.11,8897.853,9498.072,9825.066
SVK,8778.741,4508.77,6355.751,788.7294,4189.749,11879.9,2340.185,15930.48,59.61723,2724.262,5856.191,971.336,4851.313,4353.893,6853.285,776.8502,3793.893,8283.603,488.4783,959.4427,9728.023,11038.98,10191.96,7957.265,10183.43,6518.821,8162.542,4875.012,6973.962,742.9638,12573.23,7422.387,5176.218,4961.85,5835.125,9798.274,7140.599,5242.804,10009.22,8795.274,1969.287,293.086,817.4212,4731.651,891.5908,8273.02,1709.914,10456.59,2346.3,4160.66,3510.567,1865.664,1345.682,4804.788,1424.061,16284.71,1094.61,12819.24,5370.507,1294.938,2279.033,5023.25,5286.768,7880.396,4960.448,5056.491,5007.75,1249.986,8198.351,10066.6,8095.382,8369.426,8685.43,9886.686,278.7123,8454.582,159.0699,10494.27,5511.714,1736.948,3125.928,2805.803,2932.617,2322.519,789.4631,8824.224,2398.003,9104.249,4560.343,5823.465,4410.672,8893.495,8246.657,3361.164,8205.985,2203.249,5353.288,1750.977,7984.486,7438.51,8685.183,918.5131,821.1423,1083.025,8643.979,2537.356,884.5414,8048.527,7230.206,10216.82,764.715,4585.431,1382.29,7825.054,6263.582,8393.578,4483.786,7944.805,8599.921,7109.609,9351.424,7872.566,16070.09,4098.636,4820.963,9989.428,987.487,1371.805,6179.245,18263.92,4546.616,4856.792,9765.432,11327.91,9799.565,13695.38,530.0169,8010.058,8050.967,2354.293,11041.69,16417.6,3932.898,8578.271,1632.621,5714.688,3682.662,3893.557,4897.325,9664.326,14499.49,5258.997,10056.55,5801.337,5433.003,8228.607,83.2897,308.8653,1244.273,8408.446,2282.251,4011.903,4909.096,8391.738,4227.293,3491.379,16829.19,8299.201,1382.907,1223.27,6495.723,5527.376,998.2211,11757.85,6852.755,4106.411,8069.162,8705.267,8198.256,15757.34,15549.3,4408.014,9138.581,7167.647,7474.651
SVN,8601.009,4719.426,6111.597,678.3095,4284.904,11580.75,2506.938,16152.8,277.8844,2913.774,5692.803,916.7943,4562.909,4051.999,7078.948,795.2473,3877.791,8172.657,394.7473,1267.967,9629.656,10781.57,9891.706,7749.19,10423.06,6754.708,7965.824,4656.411,6946.394,549.9726,12288.49,7722.639,4874.526,4707.578,5598.819,9612.337,7040.356,4948.814,9869.865,8694.525,1994.669,448.934,814.8665,4692.666,1076.812,8113.675,1403.011,10267.25,2299.264,4104.952,3217.074,1600.555,1634.182,4727.251,1710.822,16590.0,965.7366,13127.96,5108.794,1230.756,2463.652,4728.491,4979.018,7687.544,4655.281,4749.584,4742.146,1176.784,7993.489,9965.944,7846.145,8139.833,8958.31,9772.099,117.3451,8303.701,381.6249,10681.5,5718.953,1689.878,3281.955,2904.133,2999.913,2330.303,492.3427,8686.198,2415.967,9412.938,4824.831,5707.653,4670.439,9123.412,8551.701,3450.131,8446.163,2236.056,5044.893,1488.685,7783.214,7573.817,8491.818,1225.651,736.8185,1378.849,8915.836,2246.859,1100.799,7954.88,7329.455,10165.32,717.5879,4276.956,1131.545,8045.69,6566.015,8222.766,4181.644,7745.615,8549.765,6957.325,9549.68,7643.35,16371.16,3803.934,4535.252,9864.914,986.5178,1561.207,6404.913,18478.29,4659.1,5074.094,9607.078,11101.82,10071.6,13979.74,834.402,7838.847,8356.248,2096.808,10751.98,16533.82,4016.272,8517.151,1937.979,5557.402,3732.188,3788.634,4593.892,9863.879,14803.82,4950.206,9947.661,5745.619,5161.473,7988.945,308.8653,53.53165,1495.673,8231.408,2318.979,3773.318,4617.75,8615.622,4457.384,3690.016,17122.85,8089.549,1087.576,1290.683,6383.455,5388.563,1277.754,11456.62,6796.301,4350.063,7866.174,8511.67,8452.795,16064.46,15858.03,4391.724,8912.863,6987.152,7304.924
SWE,8715.387,4597.182,7599.202,2006.998,4796.377,12585.03,2817.471,15608.91,1242.31,3055.698,7048.265,1283.716,6038.746,5482.089,6767.017,1889.219,4457.209,7932.745,1721.592,838.4113,9294.14,11381.21,10936.15,8068.689,9933.586,6380.192,9386.11,6116.062,6335.357,1546.508,13104.44,6713.787,6301.391,6201.053,7079.398,9751.91,8219.858,5992.165,9740.125,8391.007,2912.221,1053.71,1118.929,5707.34,523.7871,8134.422,2729.073,10412.41,3407.464,5184.84,4305.579,2596.908,377.9402,5862.811,397.8922,15180.92,1545.797,11861.46,6604.347,1437.571,2688.965,6187.413,6224.875,7914.361,5849.758,5977.037,6237.767,2408.377,8286.773,9634.745,8443.161,8591.087,8233.46,9515.035,1512.846,8272.682,1318.564,10528.27,5574.222,1631.147,3566.229,3482.933,2138.135,3277.226,1980.122,8576.107,3325.035,8180.65,4297.003,6942.959,4191.53,8730.834,7445.181,4031.01,7995.956,3109.965,6387.611,2983.42,8059.269,7784.423,9904.762,677.4822,1325.934,441.6495,8201.037,3355.988,1544.391,9106.587,7726.645,9597.715,1943.276,5624.358,2620.794,7742.131,5542.593,9587.224,5339.102,8009.728,9548.833,8281.345,9354.846,9115.85,15214.89,5266.223,6016.049,9656.951,1128.93,417.5658,6113.57,17738.59,5075.089,4891.006,9587.268,11463.65,9333.17,13056.27,809.0182,7933.972,7247.252,2990.966,11650.4,15274.87,4591.33,9555.381,1232.383,6899.44,4458.122,5014.678,5761.315,9653.847,13633.36,6243.03,9657.947,6798.052,6655.558,8513.529,1244.273,1495.673,252.3032,9610.1,3173.454,5255.953,6086.823,8276.24,4218.952,3707.407,15653.82,8410.802,2567.493,2172.529,7603.518,6686.84,1267.46,12494.46,6322.853,4018.939,8150.844,8722.905,7893.266,14818.75,14521.58,5336.479,10380.56,8376.296,8669.447
SWZ,11739.21,7872.171,2711.923,7621.19,6183.374,8359.226,7531.662,10816.67,8427.488,7673.23,2563.51,8983.229,4776.063,5578.14,8461.557,7721.596,6209.789,12959.0,7920.028,8931.217,13795.54,10099.08,7728.15,10732.44,9648.326,8675.518,552.6561,3675.275,13604.98,8497.355,9429.385,11485.86,5173.755,3968.595,2986.383,11860.28,2069.371,7482.351,13012.91,13381.65,6847.024,8665.57,8976.361,4417.688,9295.354,11971.39,7622.998,11955.42,6275.432,4712.7,7613.952,8257.831,9561.981,4025.191,9639.99,13951.09,8846.426,14043.58,3777.385,9188.42,7703.928,4903.733,6445.992,11076.27,6807.19,6608.759,4122.534,7201.8,10890.53,13862.03,9612.044,10280.97,10446.08,13511.29,8173.676,12222.37,8306.482,8281.779,7850.425,9573.742,7222.979,6788.252,11071.24,6513.146,7830.921,12636.52,6506.862,13290.45,9050.165,2854.039,8898.244,9017.249,12247.65,6451.766,9162.86,6716.074,5800.441,6845.516,10909.79,6429.156,489.1472,9034.309,8806.336,9292.979,10392.12,7824.078,8165.218,1873.455,5682.612,14909.76,7670.205,6062.25,7142.689,8510.178,11177.97,150.5023,7100.612,10947.19,2776.63,1404.513,8250.37,1481.363,12792.38,5437.92,4714.865,13331.77,9122.207,9779.183,8351.794,11346.82,6298.065,8017.618,12509.43,11174.17,10716.08,12054.07,8801.896,11613.81,12199.57,8366.679,8692.503,15150.94,6145.09,2550.869,9157.108,2718.095,5918.018,4664.042,6957.379,8364.294,13218.12,6168.253,13686.3,3507.702,3946.683,9945.782,8408.446,8231.408,9610.1,49.56313,6681.92,4627.775,4838.557,8723.244,8228.045,7699.308,14032.1,10800.58,7363.962,7501.246,2334.891,2972.053,8542.441,8150.484,13114.1,8486.73,10895.43,11334.17,9626.419,13287.72,13860.6,4856.406,1481.958,1245.484,946.0821
SYR,10720.53,3022.602,5305.969,1694.973,2024.291,12444.37,1040.517,14109.6,2332.466,1426.07,4168.735,3226.327,4607.371,4511.751,5333.877,1526.831,1600.791,10457.15,1928.302,2369.231,11925.4,12342.98,10825.58,9754.499,8661.411,5110.798,6576.061,3724.067,9254.029,2850.291,13413.09,6940.429,5212.955,4184.385,4749.809,11684.05,5080.749,6324.565,12092.04,10989.98,328.7328,2571.677,3093.486,2534.813,3070.325,10298.67,3038.501,12312.41,614.063,2038.372,4762.714,3610.572,3007.773,2733.477,3077.135,15899.59,3280.692,12443.41,4634.508,3546.151,1181.078,4891.212,5935.604,9762.526,5777.053,5782.461,4371.757,1240.677,10009.35,12258.07,9589.106,10015.0,7587.774,12045.04,2205.983,10509.86,2126.633,8610.904,3912.145,4001.898,1404.538,754.0751,5179.806,214.2193,2285.747,10920.18,176.2074,8963.564,3667.694,3871.736,3474.416,7330.68,7885.105,1201.754,6758.673,85.94135,5709.659,2159.888,9819.981,5365.351,7053.114,2509.351,3052.81,2770.365,7534.205,3964.064,1629.593,5948.16,5045.388,12484.04,1609.493,5042.621,2006.835,6223.734,5947.69,6630.364,5448.369,9792.451,6382.372,5289.664,7551.871,6564.541,15020.41,4109.592,4530.112,12119.66,3265.953,3481.267,4695.51,16286.41,2435.818,3395.272,11779.32,12915.73,8638.246,12524.4,2420.977,9990.883,7713.698,4085.682,11878.76,18162.13,1735.17,6383.221,2478.709,3997.864,1413.814,2033.735,5782.081,7865.925,13702.88,5783.984,12228.73,3626.512,4826.606,9800.21,2282.251,2318.979,3173.454,6681.92,161.342,3214.427,4716.839,6796.602,2966.008,2049.087,16642.64,10079.77,2395.865,1061.54,4501.962,3711.999,1941.869,12266.86,9115.136,3014.957,9893.431,10569.25,6897.341,14957.25,15038.83,2166.277,7733.619,5516.597,5740.683
TCD,9201.158,5989.595,2345.135,3280.218,4367.363,9322.412,4251.364,14989.02,4014.392,4634.327,2345.846,4410.658,1511.646,1810.743,8002.984,3488.433,4041.771,9675.219,3543.654,4769.266,11042.18,9685.607,7791.363,8069.873,10981.71,7904.834,4276.94,954.1055,9431.583,3935.561,10364.62,10103.65,2223.361,1001.256,1825.516,9913.779,4098.99,4170.383,10751.25,10227.72,3157.489,4222.249,4433.432,3067.036,4845.993,9047.536,2995.308,10401.38,2603.493,2606.294,3378.188,3638.406,5321.205,2631.077,5402.074,18135.54,4248.435,15447.65,1448.397,4586.426,4380.24,1828.932,3367.045,8247.019,3433.799,3333.147,1158.094,3003.763,8315.183,11297.85,7436.439,8032.32,10426.97,10972.93,3744.518,9311.246,3950.869,10351.76,6672.663,4953.551,4494.895,3807.33,6452.578,3000.877,3316.223,9786.841,3072.643,12161.4,6831.233,2841.377,6636.256,9739.871,11057.34,3910.148,9357.691,3187.622,2900.335,2296.961,8200.35,7130.82,4808.35,4817.931,4244.512,5045.024,10368.08,3288.648,4088.326,4965.479,6492.521,12007.65,3379.502,2496.208,2641.888,8704.842,9154.444,4652.676,3386.287,8201.143,5883.843,3574.372,9586.644,3872.68,16806.24,1407.858,1415.368,10930.93,4562.769,5326.044,7467.286,15972.15,4775.052,6332.48,10289.27,10515.42,11348.38,14799.15,4493.793,8668.229,10894.22,3797.625,8903.24,18268.66,4101.839,5755.012,5233.716,2289.973,3620.313,1932.725,3519.339,9863.544,16194.75,3120.216,11186.69,3533.475,1614.76,7732.136,4011.903,3773.318,5255.953,4627.775,3214.427,426.2036,1639.351,9222.452,6056.751,5163.756,18556.33,8318.68,2786.441,3489.958,3423.539,2347.747,4485.89,9131.858,9052.158,6161.146,8241.214,8902.789,9624.382,17101.21,17508.54,3179.689,5144.141,3405.935,3776.867
TGO,7858.3,7601.833,2128.469,4321.444,6006.473,7739.364,5724.177,15654.92,4891.671,6140.07,3284.228,4979.165,131.6918,762.0836,9641.739,4600.531,5676.107,8587.799,4515.544,5807.479,9829.999,8053.351,6170.232,6719.841,12555.02,9542.854,4350.403,1923.753,8797.691,4576.338,8754.507,11656.86,601.7839,1156.248,1928.791,8462.072,5047.141,2884.799,9398.243,9111.831,4596.923,5040.073,5068.667,4631.715,5598.867,7811.648,3417.298,8896.688,4105.441,4221.688,2797.994,3845.382,6251.75,4145.763,6328.571,18664.42,4753.381,17084.04,1103.208,5047.507,5832.45,189.9789,1917.92,6952.604,2133.147,1972.509,868.6987,4202.912,6950.174,10043.69,5946.138,6578.118,12066.12,9698.071,4630.896,8080.71,4899.516,11786.76,8309.508,5294.815,6064.051,5371.69,6716.447,4509.875,4125.414,8554.388,4595.514,13665.04,8381.254,4028.994,8187.121,11345.92,12601.71,5524.785,10989.1,4675.491,1340.658,3198.348,6868.431,8671.458,4838.828,5810.292,4855.02,5992.121,12007.28,3214.571,5247.653,5776.532,7991.51,10883.25,4455.883,1253.911,3572.749,10328.93,10646.78,4916.219,2304.927,6879.938,6803.802,4228.482,11122.37,3629.008,17630.94,823.8323,236.2703,9618.885,5150.458,6035.088,9105.385,15743.49,6414.159,7951.712,8908.868,8908.42,12981.53,16242.72,5435.845,7425.939,12428.98,3775.24,7273.313,16629.49,5739.164,6631.75,6383.357,3316.126,5256.372,3559.402,2261.371,11383.93,17646.36,1635.912,9910.623,4904.516,892.3887,6259.975,4909.096,4617.75,6086.823,4838.557,4716.839,1639.351,89.62943,10835.92,7639.261,6731.816,18326.04,6929.493,3530.264,4750.341,4456.608,3529.222,5620.71,7556.402,8335.612,7720.32,6895.086,7521.914,11262.65,18117.36,18682.1,4790.379,4813.559,3821.44,4216.904
THA,16930.21,3903.415,9955.721,8241.192,4967.796,16890.18,6163.356,7539.52,8450.441,5724.86,8081.679,9260.542,10704.45,10972.56,1538.62,7945.512,5363.827,15707.2,8331.858,7673.707,16440.78,18778.05,16409.97,16328.92,1864.909,1898.348,9152.597,9025.165,13647.12,9134.03,17659.3,3303.891,11434.37,9805.571,9618.644,17931.82,6919.27,13092.34,17346.46,15920.19,7075.253,8570.566,9065.879,6217.964,8628.834,16291.28,9756.441,18527.28,7275.437,6618.011,11554.33,10193.69,7899.071,6732.048,7892.627,9253.933,9454.805,6355.171,10123.92,9545.471,6174.297,11024.74,12530.11,16190.46,12473.73,12434.92,10101.29,7930.385,16557.0,16651.5,16383.98,16753.36,1727.328,16822.74,8506.062,16355.74,8256.267,2316.466,2919.706,9868.662,5458.478,6043.758,10104.41,6937.416,8838.563,16493.24,6827.08,4612.997,3982.132,7214.256,4085.156,535.9692,3724.624,5655.574,525.2488,6873.743,12121.04,8955.517,16332.11,2381.501,9178.095,7822.797,9166.024,7915.756,1675.81,10701.82,7517.33,6850.169,3152.969,15761.05,8099.388,11617.81,8768.3,575.9035,3848.093,8573.696,12211.87,16284.25,6031.729,7967.801,1187.123,9940.421,8231.042,10544.8,10601.39,17062.34,9185.165,8683.7,2212.509,9872.658,4531.884,3542.771,17509.22,19711.86,2210.015,5761.263,8100.028,16164.17,3750.094,10694.58,17414.88,12553.15,5265.259,6250.343,7067.929,7959.035,5741.941,7289.875,12506.49,1433.936,7054.737,12313.2,16803.46,6202.135,10420.66,16577.5,8391.738,8615.622,8276.24,8723.244,6796.602,9222.452,10835.92,269.427,4165.016,4944.133,9986.011,16672.71,9131.022,7477.634,7137.656,7623.443,7429.726,16710.97,13943.4,4305.71,16422.39,16992.48,990.7018,8225.835,8427.922,6046.796,10149.71,8586.905,8393.07
TJK,12917.73,459.2474,7803.152,4136.511,2082.549,15376.08,2094.471,11703.24,4285.86,1637.07,6189.781,5103.846,7522.847,7476.746,2626.396,3825.792,2193.571,12115.1,4192.99,3537.34,13395.06,15191.14,13787.02,12173.52,5967.554,2298.962,8352.824,6334.211,10333.27,4969.973,16377.07,4052.918,8160.717,6950.081,7280.802,13953.19,6197.528,9187.103,13937.0,12536.16,3163.88,4407.229,4910.893,3940.89,4509.423,12350.71,5670.039,14615.75,3557.889,3911.193,7521.681,6048.096,3853.612,4450.683,3864.296,12943.09,5291.823,9485.068,7382.822,5396.948,2065.46,7819.936,8887.59,12069.94,8700.323,8722.097,7182.503,3899.847,12409.43,13727.67,12292.23,12595.69,4656.284,13659.89,4350.017,12491.63,4093.559,6332.443,1356.548,5746.364,1577.358,2269.183,6249.547,3159.117,4713.199,12787.29,3063.684,6136.114,852.4202,5519.856,678.2363,4667.013,5008.503,2177.597,3992.889,3022.943,8675.525,5004.221,12190.33,3699.752,8697.218,3694.442,5003.462,3820.177,4605.523,6609.106,3356.88,6776.394,3864.504,13452.97,3987.16,8003.541,4749.883,3600.944,3211.653,8121.447,8329.439,12147.04,6650.771,6896.526,5166.302,8687.356,12176.26,7071.093,7438.107,13824.34,5037.606,4636.256,1952.731,14036.7,1931.021,673.4186,13805.38,15555.19,5738.535,9674.764,3945.934,12136.78,4852.993,6548.252,14844.28,15638.29,2204.875,6768.04,2986.597,6012.259,2595.935,4374.921,8690.527,5473.49,10767.82,8745.732,13779.17,4722.737,7618.503,12445.19,4227.293,4457.384,4218.952,8228.045,2966.008,6056.751,7639.261,4165.016,142.2807,916.9702,13682.54,12516.76,5074.743,3390.904,5911.476,5642.321,3268.097,15188.03,10426.23,294.7517,12277.63,12891.55,4037.862,12043.6,12082.55,3532.448,9603.731,7355.926,7417.887
TKM,12265.52,1042.731,7002.799,3299.434,1547.007,14471.17,1223.83,12465.73,3550.955,780.9175,5488.467,4419.607,6616.907,6559.867,3419.707,3001.391,1496.712,11632.02,3390.136,2937.212,13000.51,14321.59,12871.23,11439.16,6783.861,3138.308,7758.995,5493.337,10003.85,4224.095,15460.66,4939.987,7247.637,6077.537,6467.286,13288.74,5742.81,8300.742,13423.11,12097.96,2252.929,3704.668,4234.307,3301.372,3909.499,11740.28,4824.484,13947.77,2642.075,3163.177,6658.658,5251.599,3371.445,3766.656,3400.129,13857.22,4581.08,10400.29,6516.354,4729.025,1231.318,6911.159,7975.176,11371.53,7796.076,7813.213,6300.344,3022.104,11683.39,13340.77,11464.32,11810.4,5558.581,13220.99,3577.314,11906.65,3346.16,7003.358,2031.17,5116.579,669.2072,1360.605,5824.609,2242.474,3894.448,12245.45,2147.83,7006.5,1671.805,4895.979,1477.27,5463.431,5893.637,1356.663,4825.405,2106.592,7758.555,4110.101,11472.24,4077.146,8148.283,3104.464,4298.08,3277.535,5506.629,5769.071,2606.899,6425.385,4060.335,13230.67,3155.986,7088.333,3872.124,4369.987,4031.693,7606.793,7436.446,11433.78,6468.999,6321.999,5861.502,7998.981,13060.32,6154.813,6533.806,13357.57,4377.154,4119.565,2752.074,14788.73,1595.466,1412.195,13225.12,14769.9,6629.754,10555.19,3289.842,11492.47,5731.881,5752.229,13927.67,16489.49,1554.288,6553.359,2510.13,5308.671,1843.631,3555.759,7790.444,6175.125,11675.09,7830.342,13365.35,4213.192,6742.35,11637.43,3491.379,3690.016,3707.407,7699.308,2049.087,5163.756,6731.816,4944.133,916.9702,262.7775,14597.76,11779.26,4212.683,2539.033,5364.517,4950.452,2599.063,14286.8,10024.92,998.694,11555.72,12196.36,4909.386,12945.85,12996.43,2869.171,9001.902,6726.469,6835.069
TON,12067.62,13625.0,16570.23,17378.83,14953.17,10911.55,15729.9,3585.603,16848.06,15283.39,16211.5,16729.92,18374.39,18837.25,11369.68,17081.73,15348.41,11754.11,17207.64,15917.21,10344.69,11041.44,12568.05,13169.75,8141.868,11556.63,14436.27,17641.5,12079.77,17152.25,9994.322,9809.154,18032.8,17974.56,16986.59,11256.95,14461.09,16967.75,10535.64,11195.76,16842.35,16701.55,16654.11,15811.53,16137.51,12297.83,18279.96,10706.22,17205.54,16377.22,18094.34,17744.08,15488.67,16144.72,15412.18,745.3818,16941.44,4260.402,17667.95,16628.88,15651.36,18215.17,17487.03,13043.1,17605.95,17626.16,18048.69,17420.02,12915.88,10068.33,13622.35,13093.37,9058.489,10375.67,17106.73,12041.53,16832.62,8529.878,12778.76,16330.81,15238.53,15909.91,14854.33,16824.13,17615.05,11571.73,16721.02,7904.458,13029.74,15743.3,13217.92,9451.445,8895.192,15612.58,9953.056,16703.61,17684.35,18502.82,13058.18,11836.76,13911.37,15922.37,16865.04,15746.51,9112.794,18201.35,16431.56,13590.87,12393.43,9430.351,17235.95,18381.6,18137.23,10542.79,10891.05,13990.9,17836.82,13066.5,12681.04,14998.53,9424.978,14987.48,1896.966,19139.56,18391.77,10391.19,16561.3,15693.28,11982.0,2734.17,14516.03,13254.62,10965.28,10362.54,8024.459,4231.061,16300.91,12666.82,9079.887,17668.15,11539.24,2722.242,15251.27,12805.28,15317.91,16266.74,15726.38,17039.47,17574.44,9126.884,2958.047,17639.43,10164.16,15148.81,17692.52,13361.48,16829.19,17122.85,15653.82,14032.1,16642.64,18556.33,18326.04,9986.011,13682.54,14597.76,10.2869,12888.63,18210.4,16859.54,15140.79,16225.98,16075.06,11074.05,12455.56,13657.05,13005.68,12325.28,9773.216,1768.093,1604.573,15824.68,13733.47,15217.57,14833.75
